id	recognized_monomers	nerpa2_supported_monomers
NPA001215	7	7
NOR00555	5	3
BGC0003005.2	4	3
BGC0003005.1	4	3
BGC0003005.0	4	3
NPA015871	2	2
NPA015872	2	2
NPA014521	2	1
PNPdb00907	6	6
NPA014522	2	2
PNPdb00908	4	3
PNPdb00909	6	6
NPA014524	3	3
PNPdb03181	7	7
PNPdb03180	5	5
PNPdb03183	6	4
PNPdb03185	4	4
PNPdb03184	3	2
PNPdb03187	5	4
NPA002560	4	4
NOR00570	11	10
PNPdb03186	7	7
PNPdb03189	7	6
NPA003885	6	6
NOR00562	11	11
NPA002553	3	2
NOR00563	11	11
PNPdb03179	5	4
NOR00564	11	11
NOR00565	12	9
NOR00568	12	10
NOR00569	12	10
PNPdb00900	2	2
NPA013206	2	2
PNPdb00901	4	4
NPA013205	8	7
PNPdb00902	4	2
PNPdb00903	4	4
NPA013203	2	2
NPA015860	13	13
PNPdb00904	4	4
NPA013201	2	2
PNPdb00906	4	4
NPA012296	3	3
PNPdb03070	9	9
PNPdb03073	9	9
PNPdb03074	7	7
NOR00140	7	6
PNPdb03077	11	10
PNPdb03076	9	9
PNPdb03079	8	7
PNPdb03069	5	5
NOR00137	7	5
PNPdb00808	7	7
PNPdb00809	8	8
PNPdb03080	10	9
BGC0001437.0	2	2
PNPdb03082	6	5
PNPdb03081	11	11
PNPdb03084	4	2
PNPdb03083	14	13
PNPdb03086	2	2
NOR01481	5	5
PNPdb03085	5	5
BGC0002609.0	1	1
NOR01482	18	18
PNPdb03088	2	2
NOR00154	7	6
PNPdb03089	6	6
NPA007704	10	8
PNPdb00800	3	3
BGC0000417.0	4	4
PNPdb00801	5	5
PNPdb00802	3	2
BGC0000287.0	0	0
PNPdb00803	4	4
PNPdb00804	3	2
PNPdb00805	4	3
PNPdb00806	6	6
PNPdb00807	4	4
PNPdb00819	8	8
PNPdb03091	6	6
BGC0001424.0	5	5
PNPdb03093	5	5
PNPdb03092	6	6
PNPdb03095	7	7
PNPdb03094	5	5
PNPdb03097	2	1
PNPdb03096	5	3
BGC0002226.1	0	0
BGC0002479.0	1	1
NPA000294	4	4
BGC0002226.0	1	1
BGC0002479.1	1	0
NOR00121	7	6
NOR00111	7	6
NPA000288	5	5
NOR00112	7	6
NPA025594	3	2
NOR00113	7	6
NPA025595	3	2
NPA025592	3	2
NPA025593	3	2
NOR00116	7	6
NPA025591	3	2
PNPdb00810	7	7
PNPdb00811	5	5
PNPdb00812	6	5
PNPdb00813	2	1
PNPdb00814	5	5
PNPdb00815	3	3
NPA013599	4	3
PNPdb00817	7	7
BGC0000034.0	1	0
NPA012281	4	4
NPA025578	5	5
NOR01460	8	8
NPA025579	5	5
NOR01461	8	8
NPA025576	5	5
NPA025577	5	5
NPA000299	2	2
NOR00125	7	6
NOR00128	7	5
NOR01459	8	8
PNPdb00821	7	5
PNPdb00822	8	8
PNPdb00823	8	8
PNPdb00824	6	3
PNPdb00826	11	11
PNPdb00827	11	10
NPA019726	4	3
NPA019724	20	11
NPA020717	8	8
NPA020711	10	10
NPA020713	2	1
NPA020714	2	1
NPA007743	6	6
BGC0000394.0	1	0
NPA006404	7	6
NPA007735	9	8
NPA006407	2	1
PNPdb00833	5	5
PNPdb00835	3	3
PNPdb00836	3	3
BGC0002359.0	1	1
PNPdb00837	5	5
NPA019734	13	13
PNPdb00838	5	5
PNPdb00839	4	4
NPA020702	3	3
NPA007753	8	8
NPA007745	11	11
PNPdb00840	3	3
PNPdb00842	6	6
PNPdb00843	7	4
PNPdb00844	5	5
PNPdb00845	7	7
PNPdb00846	7	6
PNPdb00847	6	6
PNPdb00848	7	7
PNPdb00849	3	3
NPA019709	2	2
NOR00160	7	6
NPA007715	4	4
NOR01487	13	13
NOR01488	13	13
PNPdb00850	8	8
NOR00159	7	6
PNPdb00851	9	9
PNPdb00852	11	11
PNPdb00853	13	13
PNPdb00854	7	7
PNPdb00855	11	11
PNPdb00857	9	7
PNPdb00858	9	9
PNPdb00859	8	6
BGC0001019.0	4	4
BGC0002693.0	11	10
BGC0002239.2	0	0
BGC0002239.1	0	0
NOR00166	8	7
NOR01497	4	4
BGC0000955.0	3	3
BGC0001544.0	0	0
NPA024297	6	4
PNPdb00862	4	3
PNPdb00863	4	4
PNPdb00864	3	2
PNPdb00865	4	4
PNPdb00866	5	5
PNPdb00867	2	1
PNPdb00868	5	5
PNPdb00869	7	7
NPA018439	6	6
NPA007780	7	5
NPA007783	5	4
NPA007787	2	2
BGC0000968.0	0	0
NPA005124	3	3
PNPdb00870	7	7
PNPdb00872	5	5
PNPdb00874	8	7
PNPdb00875	6	6
PNPdb00876	9	9
NPA018442	2	1
PNPdb00878	8	8
PNPdb00879	6	6
BGC0002440.0	5	5
BGC0002440.1	4	4
NPA019758	6	5
BGC0002440.2	4	4
BGC0002440.3	5	5
NPA020747	4	4
NPA020740	4	4
NPA006463	2	2
PNPdb00890	9	7
BGC0000968.1	1	0
PNPdb00880	10	9
PNPdb00881	8	7
PNPdb00882	9	9
NPA006458	8	8
PNPdb00883	9	9
PNPdb00884	13	13
PNPdb00889	11	11
NPA019760	7	7
NPA018433	7	7
NPA019764	5	5
NPA020733	18	18
BGC0000332.0	6	6
NPA007759	11	10
PNPdb00891	11	10
PNPdb00892	14	13
PNPdb00893	10	10
PNPdb00894	14	14
PNPdb00895	8	6
PNPdb00898	5	5
PNPdb00899	3	2
NPA019736	6	6
BGC0001187.0	0	0
BGC0002048.0	7	7
BGC0002048.1	8	8
NPA005108	10	9
NPA007769	6	6
NPA007768	3	2
NPA006436	20	9
BGC0002884.0	0	0
BGC0003042.0	0	0
NPA005166	9	9
NPA005167	6	6
NPA005168	7	7
BGC0000465.2	2	2
BGC0000465.1	2	2
BGC0000465.3	2	2
BGC0002871.4	4	4
NPA018483	2	2
BGC0001054.1	1	1
BGC0001054.0	1	0
BGC0002871.0	6	6
BGC0002871.1	6	6
BGC0002871.2	6	6
BGC0002871.3	6	6
BGC0000465.0	2	2
NPA017139	2	2
NPA018459	6	6
NPA005141	14	14
BGC0001842.0	11	11
NPA019795	3	3
NPA018463	5	5
NPA019799	18	9
NPA018466	2	2
NPA017118	6	5
BGC0002466.0	4	4
NPA006486	2	2
NPA005153	2	2
NPA005158	6	3
NPA006489	5	4
NPA005149	11	7
BGC0001041.0	0	0
NPA018450	9	9
NPA018453	6	6
NPA017123	9	8
NPA019783	11	11
BGC0000452.0	10	10
BGC0001365.0	1	1
BGC0001365.1	0	0
BGC0001112.0	0	0
BGC0001365.2	0	0
BGC0003161.5	1	0
BGC0003161.3	0	0
BGC0003161.4	1	0
BGC0003161.1	0	0
BGC0003161.2	2	0
BGC0003161.0	0	0
NPA017072	8	4
NPA002801	6	6
NPA017074	7	4
NPA005090	6	6
NPA005095	7	7
BGC0001628.0	8	7
NPA005097	6	6
NPA002810	7	7
NPA018393	6	6
NPA017068	12	12
NPA018397	7	7
BGC0000359.0	10	10
NPA005062	2	2
BGC0000359.2	9	9
NPA006392	6	6
NPA029031	2	2
BGC0000359.1	10	10
NPA029032	2	2
NPA029033	2	1
NPA020699	2	2
BGC0002418.0	7	6
NPA020692	10	9
NPA020693	10	9
NPA029038	7	7
NPA005069	10	10
BGC0000466.0	0	0
BGC0000991.0	0	0
BGC0002275.1	0	0
NPA020689	7	5
BGC0002275.0	0	0
NPA020685	3	4
NPA020686	3	4
BGC0001890.0	7	7
BGC0001890.1	7	7
BGC0001890.2	7	7
BGC0001890.3	7	7
NPA029027	2	2
NPA005079	5	4
NPA020683	2	2
NPA020691	10	10
NPA017041	14	14
NPA014833	7	4
NPA026819	11	11
BGC0002035.1	0	0
BGC0002288.0	3	3
BGC0000333.0	3	3
BGC0002035.0	0	0
BGC0002288.1	2	2
BGC0002035.2	0	0
NPA002842	7	7
NPA001517	7	7
NPA001519	5	5
BGC0001352.0	0	0
NPA026803	4	4
NPA026802	5	5
NPA026801	6	6
NPA026800	5	5
NPA002853	7	7
NPA002852	5	5
NPA002855	5	5
NPA013509	2	2
NPA013508	7	7
NPA002859	6	6
NPA013505	6	6
NPA001529	9	9
BGC0001900.0	0	0
NPA014810	11	11
BGC0002765.1	9	9
BGC0002765.0	9	9
BGC0002765.2	8	8
PNPdb04300	10	10
NPA002824	5	4
BGC0001628.1	8	6
NPA017098	18	10
NPA029060	6	6
BGC0000346.0	4	4
NPA029061	6	6
NPA029062	6	6
NPA014808	12	12
PNPdb04310	11	11
NPA014809	2	1
PNPdb04311	11	10
PNPdb04303	13	12
PNPdb04304	12	12
PNPdb04301	11	10
PNPdb04302	13	13
PNPdb04307	12	11
PNPdb04308	11	11
BGC0002632.1	3	1
NPA001503	7	7
PNPdb04305	6	6
PNPdb04306	13	13
BGC0002632.0	3	1
PNPdb04309	3	2
PNPdb04321	10	10
NPA001560	13	13
NPA002890	2	2
PNPdb04322	9	6
NPA001552	7	7
NPA024200	5	5
PNPdb04315	13	13
PNPdb04312	11	10
NOR01500	7	7
PNPdb04313	11	11
NPA001556	6	6
PNPdb04318	10	10
NPA000226	5	5
PNPdb04316	11	11
NPA013538	7	7
NPA012205	7	6
NOR01507	9	9
NOR01508	9	9
NPA012203	8	5
BGC0001018.0	7	7
NPA013550	2	2
NPA014866	4	4
PNPdb03000	5	5
PNPdb04332	12	12
PNPdb04333	10	10
PNPdb03001	14	13
PNPdb04325	12	12
PNPdb04326	6	5
PNPdb04324	10	9
PNPdb04329	7	6
BGC0001806.0	19	18
PNPdb04328	11	11
NOR01516	9	9
NOR01517	5	5
NOR01519	6	6
NPA014853	3	3
BGC0002512.2	6	6
BGC0002512.1	6	6
NPA014857	6	6
BGC0002512.0	6	6
PNPdb04340	10	10
PNPdb03011	2	2
PNPdb04343	11	6
PNPdb03010	4	3
PNPdb04344	12	12
PNPdb03013	5	4
PNPdb04341	10	10
NPA026830	2	2
PNPdb04342	14	13
PNPdb04336	3	3
PNPdb03003	3	3
PNPdb04337	12	12
PNPdb03006	2	1
PNPdb04334	9	9
PNPdb03005	5	4
NPA001535	4	4
PNPdb04338	13	13
NPA013513	4	4
NPA026829	18	7
NPA014846	18	11
NPA026828	20	9
NPA026827	20	9
PNPdb04350	9	9
PNPdb04351	10	10
PNPdb03020	6	6
NPA026823	5	4
NPA026822	5	4
PNPdb03022	7	7
PNPdb04354	10	10
NPA026821	6	5
PNPdb03021	6	6
PNPdb04355	12	12
PNPdb03024	5	5
PNPdb04352	14	14
NPA001551	7	7
PNPdb03023	3	3
PNPdb04353	5	5
NPA001541	6	4
PNPdb04347	8	7
PNPdb03014	5	5
PNPdb04348	14	14
PNPdb03017	6	6
PNPdb03016	5	5
NPA001545	11	11
PNPdb03019	6	6
PNPdb03018	4	4
PNPdb04349	8	6
BGC0001005.2	9	9
BGC0001005.1	9	9
BGC0001005.0	9	9
NPA013524	5	5
BGC0001796.0	5	5
NPA012253	5	5
PNPdb04361	10	10
PNPdb04362	12	12
NPA024238	2	1
PNPdb03031	6	6
NPA000271	3	2
NPA024239	2	1
PNPdb03030	2	1
NPA024236	3	1
PNPdb03033	10	10
PNPdb04365	12	11
NPA024237	2	1
PNPdb03032	8	8
PNPdb03035	9	7
PNPdb04363	13	12
NOR00220	7	7
PNPdb03034	10	9
BGC0002810.0	5	5
NPA025574	5	5
NOR00210	3	3
PNPdb03026	7	7
PNPdb04358	4	4
NPA025575	5	5
NOR00211	7	7
PNPdb04359	11	9
NPA024241	3	1
PNPdb03028	8	7
BGC0002810.1	5	5
NPA024242	2	1
NPA025573	5	5
PNPdb03027	9	9
PNPdb04357	8	7
NPA024240	2	1
PNPdb03029	9	9
NOR01549	1	0
NPA013575	19	19
NPA012261	11	7
NPA013592	6	4
BGC0001125.0	9	9
BGC0001125.3	9	9
PNPdb04372	14	8
PNPdb04373	14	8
BGC0001125.1	9	9
PNPdb03042	16	15
BGC0001125.2	9	9
PNPdb03041	14	13
PNPdb04371	12	12
PNPdb04376	3	3
NPA000284	3	3
PNPdb04377	14	9
NOR00230	11	10
NOR01561	18	18
PNPdb04374	10	10
NOR00231	11	10
PNPdb04375	14	9
NOR00221	7	7
NOR01552	6	5
NPA025564	9	9
NOR00222	8	8
PNPdb03036	12	12
PNPdb04367	12	12
PNPdb03038	11	10
PNPdb04368	12	12
NOR00226	10	10
NOR00228	11	10
NPA012256	12	12
PNPdb03051	3	2
PNPdb04383	11	7
PNPdb03050	3	2
PNPdb04384	11	7
PNPdb04381	14	9
PNPdb03052	2	2
PNPdb04382	14	8
PNPdb03055	5	5
PNPdb04387	14	9
PNPdb04388	11	7
PNPdb03057	5	5
PNPdb04385	11	7
NPA026874	2	2
PNPdb04386	13	13
PNPdb03048	2	1
NOR01520	6	6
PNPdb03047	5	5
NOR01521	6	6
PNPdb04378	14	9
NOR01525	5	5
NPA012225	2	2
NPA012242	2	2
NPA012241	11	11
PNPdb04391	10	10
PNPdb03060	6	6
PNPdb03062	6	4
PNPdb04394	13	13
NPA025539	3	3
PNPdb03061	6	6
PNPdb04395	14	9
PNPdb04392	14	9
PNPdb03063	6	6
PNPdb04393	14	14
PNPdb03066	6	5
PNPdb04398	7	5
PNPdb03065	7	7
PNPdb04399	7	5
PNPdb03068	6	6
PNPdb04396	8	7
NPA000264	13	13
NOR01540	10	10
PNPdb03067	3	3
PNPdb04397	14	9
NPA001585	5	5
PNPdb03059	6	6
NOR01531	6	6
PNPdb03058	5	5
PNPdb04389	11	7
NOR01534	10	10
NPA012238	2	2
NOR00209	2	1
NPA012237	3	3
NPA014891	6	6
NPA012235	4	2
PNPdb04281	9	8
PNPdb04284	10	10
NOR00260	7	6
PNPdb04283	10	9
NOR00261	6	6
PNPdb04288	10	10
NOR00262	6	6
PNPdb04289	11	10
NPA025488	6	3
NOR00263	6	6
PNPdb04286	13	13
NPA000198	11	10
NPA025489	8	8
NOR00264	6	6
PNPdb04287	10	10
NOR00254	6	6
NOR00255	6	6
NOR00256	6	6
PNPdb04279	12	11
NOR00257	6	5
BGC0002071.3	8	8
NOR00258	6	5
BGC0002071.2	8	8
NOR00259	7	6
BGC0002071.1	8	8
BGC0000429.0	9	9
BGC0002071.0	8	8
BGC0000309.0	9	9
NPA008909	3	2
NPA012187	5	3
PNPdb04291	6	5
PNPdb04292	9	9
NPA012182	7	7
PNPdb04290	12	8
BGC0000429.1	9	9
PNPdb04296	7	6
BGC0001040.0	1	0
NPA008920	4	3
NOR00270	6	6
PNPdb04293	11	9
NOR00271	6	6
PNPdb04294	10	9
NOR00272	6	6
PNPdb04299	13	13
NOR00274	6	4
PNPdb04297	11	10
NOR00275	6	4
PNPdb04298	7	7
NPA025486	6	6
NOR01596	14	14
NPA025487	6	6
NOR00266	6	6
NOR01597	14	14
NPA025484	6	6
NOR00267	6	6
NPA025485	6	6
NOR00269	6	6
NPA008912	2	2
NPA008913	8	8
NPA012153	7	7
NPA000170	10	10
NOR01570	9	9
NPA000174	9	4
NPA026799	5	5
NPA025466	4	2
NPA026798	4	4
NOR00241	11	10
NPA025467	4	3
NOR00242	11	10
BGC0000299.9	5	5
NOR00232	11	10
BGC0000299.8	5	5
NOR00233	11	10
BGC0000299.7	5	5
NOR00234	11	10
BGC0000299.6	5	5
NOR00235	11	10
BGC0000299.5	5	5
BGC0000299.4	5	5
NOR00237	11	10
BGC0000299.3	5	5
BGC0000299.2	5	5
NOR00239	11	10
BGC0000299.1	5	5
BGC0000299.0	5	5
NPA013479	2	1
NPA013478	2	1
NPA013497	3	3
NPA012161	8	7
NPA000180	9	9
NPA025459	3	2
NPA000184	6	5
NOR00250	6	5
NOR00251	6	6
NOR00252	6	6
NOR01583	12	12
NOR00253	6	6
NOR01584	11	11
NPA025464	4	3
NOR00243	16	15
NPA025465	4	4
NPA025462	4	3
NOR00245	16	15
NPA025463	4	3
NPA025460	3	2
NPA025461	3	3
NOR00249	10	10
BGC0001569.0	6	6
PNPdb00700	3	3
BGC0000416.2	5	5
PNPdb00701	6	6
BGC0000416.1	4	4
PNPdb00702	3	3
BGC0000416.0	4	4
PNPdb00704	5	5
NPA012158	16	15
NPA013488	6	6
PNPdb00707	5	5
NPA021928	15	7
NPA021927	15	7
BGC0001423.0	5	5
BGC0003069.0	7	7
BGC0003069.1	6	6
BGC0003069.2	7	7
BGC0003069.3	6	6
BGC0002227.3	0	0
BGC0002227.0	0	0
BGC0002227.2	0	0
BGC0002227.1	0	0
NOR00298	10	10
NOR00299	10	10
PNPdb00710	6	6
PNPdb00711	7	7
PNPdb00714	8	8
PNPdb00715	7	7
PNPdb00716	7	6
NPA019613	5	5
PNPdb00718	6	5
BGC0000954.0	0	0
NPA007624	2	2
PNPdb00721	5	5
NPA007628	12	12
NPA008958	2	2
PNPdb00722	5	5
PNPdb00723	8	7
PNPdb00724	10	8
PNPdb00725	9	9
PNPdb00726	11	10
PNPdb00727	8	8
PNPdb00728	8	8
PNPdb00729	9	9
NPA021906	12	10
BGC0002957.0	8	8
BGC0002957.2	9	8
BGC0002957.1	9	9
NOR00280	2	2
NOR00281	9	9
NPA008932	7	7
NOR00282	9	9
NOR00283	9	9
BGC0000967.0	0	0
NOR00285	9	9
BGC0000967.1	0	0
NOR00286	9	9
NOR00276	6	5
NOR00277	6	6
NOR00278	6	6
NPA008929	9	7
NOR00279	5	4
PNPdb00730	10	9
PNPdb00731	19	19
PNPdb00733	3	3
PNPdb00734	3	3
PNPdb00736	5	5
BGC0002123.11	8	8
PNPdb00737	4	4
BGC0002107.0	7	7
BGC0002123.10	8	8
PNPdb00738	5	5
BGC0002107.1	7	7
NPA008940	7	7
BGC0000153.0	0	0
NOR00294	2	0
NOR00295	2	0
NOR00296	11	9
BGC0000967.2	0	0
NOR00287	9	9
BGC0000967.3	0	0
NOR00289	8	8
PNPdb00740	4	3
PNPdb00741	6	6
NPA007608	2	1
PNPdb00742	4	4
PNPdb00743	6	6
NPA007606	11	7
PNPdb00744	3	3
PNPdb00745	5	5
PNPdb00746	8	8
PNPdb00747	8	7
PNPdb00748	7	7
PNPdb00749	9	9
NPA020638	3	3
NPA005000	5	3
NPA007663	7	4
NPA008995	7	5
NPA008996	2	2
NPA008998	6	6
BGC0000331.0	7	7
PNPdb00750	8	7
NPA006326	5	5
PNPdb00751	10	10
PNPdb00752	6	6
NPA008989	6	6
PNPdb00753	8	6
PNPdb00755	10	9
PNPdb00756	11	11
PNPdb00759	9	8
NPA018326	6	6
BGC0002169.0	0	0
NPA019638	11	11
NPA020624	11	11
NPA020626	3	3
NPA006342	6	6
BGC0002752.0	8	8
NPA007671	15	8
PNPdb00760	8	8
PNPdb00761	19	19
PNPdb00763	2	2
PNPdb00766	6	6
PNPdb00767	4	4
PNPdb00768	5	5
PNPdb00769	5	5
BGC0001734.0	2	1
PNPdb00780	7	7
NPA007638	7	7
PNPdb00771	5	5
PNPdb00772	5	5
PNPdb00773	3	3
PNPdb00774	5	5
NPA008967	3	4
PNPdb00775	5	4
NPA008968	11	10
PNPdb00776	6	6
NPA006308	9	9
PNPdb00777	7	7
PNPdb00778	8	7
NPA018300	2	2
PNPdb00779	2	2
NPA019632	9	9
NPA020605	9	9
BGC0002441.0	0	0
NPA020606	9	8
NPA020602	8	8
BGC0002441.1	0	0
NPA020603	8	8
NPA020604	8	8
NPA007651	4	4
PNPdb00790	9	9
PNPdb00791	10	10
NPA006318	13	13
NPA007649	18	12
PNPdb00781	8	7
PNPdb00783	9	9
PNPdb00784	5	5
NPA008977	3	3
PNPdb00785	6	6
NPA008978	7	7
PNPdb00787	8	8
PNPdb00788	7	7
PNPdb00789	10	9
NPA006372	6	6
NPA006371	5	5
NPA020676	11	7
NPA020677	12	7
BGC0001841.2	3	3
BGC0001841.0	3	3
BGC0001841.1	3	2
PNPdb00792	8	7
PNPdb00793	8	8
BGC0001329.0	3	3
PNPdb00796	3	3
NPA019690	3	3
NPA017030	5	4
PNPdb00799	3	3
NPA019697	2	2
NPA005055	18	12
NPA006386	3	3
NPA021991	5	5
NPA029004	2	2
NPA021993	5	4
NPA021992	5	5
NPA017022	5	5
NPA017023	7	6
BGC0001449.0	0	0
NPA018338	5	5
NPA020656	7	5
NPA020657	7	5
NPA021984	3	3
NPA020653	5	5
NPA005020	6	6
NPA005026	4	3
NPA005019	11	11
NPA007679	8	7
BGC0001053.0	4	3
NPA017015	6	4
NPA018348	8	7
BGC0000464.1	13	13
BGC0000464.0	13	13
NPA019658	4	4
NPA021979	5	3
NPA021978	5	5
NPA007698	11	11
NPA006359	6	6
NPA019663	6	5
BGC0000358.1	6	6
BGC0000358.0	6	6
BGC0000358.5	6	6
BGC0000358.4	6	6
BGC0000358.3	6	6
BGC0000358.2	6	6
NPA020598	3	3
NPA006296	2	2
NPA018280	13	12
NPA018281	7	7
BGC0001497.0	1	1
NPA018288	9	9
BGC0002779.1	10	10
BGC0000990.0	0	0
BGC0002779.0	10	10
NPA020588	2	2
NPA020584	2	2
NPA018275	20	20
NPA018276	11	11
BGC0001111.0	0	0
NPA006270	4	3
NPA020578	9	9
BGC0003162.0	1	0
NPA019595	2	2
NPA006281	3	3
NPA006287	7	7
NPA020560	2	2
NPA020561	3	3
NPA019586	5	5
NPA018254	3	3
NPA018257	2	2
BGC0002419.1	5	4
BGC0002419.0	5	4
NPA002724	10	10
BGC0000345.0	1	1
NPA014703	2	0
BGC0001231.0	3	3
NPA001407	13	12
NPA001409	6	6
NPA002700	5	4
NPA002702	6	6
NPA002704	10	9
BGC0001351.0	6	4
BGC0001351.1	6	4
BGC0001351.2	5	4
NPA018291	2	2
NPA018290	2	2
BGC0002886.0	5	1
NPA013420	7	7
NPA026739	10	10
PNPdb04200	8	8
PNPdb04201	10	9
NPA002772	3	3
NPA002763	7	7
NPA002767	2	1
NPA013419	4	4
NPA013418	4	4
NOR01629	6	6
NPA013413	7	7
BGC0002108.0	8	8
NPA013412	2	1
NPA014741	2	1
NPA002780	5	5
PNPdb04212	10	9
NPA026721	8	8
PNPdb04210	9	9
PNPdb04204	10	6
NPA002773	7	6
PNPdb04205	11	10
NOR00300	10	10
PNPdb04202	11	11
NOR00301	10	10
PNPdb04203	10	10
NPA002778	2	2
PNPdb04208	8	8
NOR00303	2	2
PNPdb04209	9	6
NOR00304	3	4
PNPdb04206	11	10
NPA001449	2	2
NOR00305	4	3
PNPdb04207	10	10
NPA000119	9	9
NOR00306	4	3
BGC0002957.3	8	7
NOR00307	4	3
NOR01638	3	3
NOR00308	3	3
NOR00309	3	3
NPA014734	7	6
NPA014735	5	5
BGC0000393.0	9	9
PNPdb04222	7	6
PNPdb04223	8	8
PNPdb04220	10	9
PNPdb04215	11	11
NPA001410	3	3
PNPdb04213	11	10
NPA001412	18	9
NPA002745	2	2
BGC0003007.0	7	7
NPA002744	3	3
BGC0001818.0	1	1
PNPdb04217	7	7
PNPdb04218	8	8
NPA001417	2	1
BGC0001017.0	7	6
BGC0002944.0	2	2
BGC0002944.1	2	2
PNPdb04230	7	5
PNPdb04233	11	11
PNPdb04234	11	11
NPA002761	7	6
PNPdb04231	7	7
PNPdb04232	8	8
PNPdb04226	5	5
NPA001421	19	18
NPA002751	8	7
PNPdb04227	9	9
PNPdb04224	11	10
PNPdb04225	10	7
NPA001424	3	3
NPA001425	2	2
PNPdb04228	9	9
NPA002757	2	2
PNPdb04229	3	2
NPA013403	3	3
BGC0002931.0	4	2
BGC0000416.3	5	5
PNPdb04241	10	10
BGC0002370.1	6	6
BGC0002370.0	6	6
PNPdb04244	12	11
PNPdb04245	10	10
NOR00340	11	11
NOR00341	11	11
PNPdb04243	8	8
NOR00331	9	9
PNPdb04237	10	6
PNPdb04238	6	5
NPA001477	6	6
NOR00333	9	9
PNPdb04235	7	6
NOR00334	9	9
PNPdb04236	10	9
BGC0002370.3	6	6
NOR00335	9	9
BGC0002370.2	5	5
NOR00336	9	9
PNPdb04239	8	6
NOR00338	9	9
NOR00339	11	11
NPA012123	10	10
NPA013454	5	3
NPA012141	5	5
NPA014789	18	11
PNPdb04251	9	9
PNPdb04252	10	9
NPA001492	6	4
PNPdb04250	10	7
NPA026767	10	10
PNPdb04255	10	10
NPA026766	10	10
NOR00350	22	22
PNPdb04256	11	11
PNPdb04253	10	10
NOR00352	25	25
PNPdb04254	11	11
NPA024111	11	11
NOR00342	11	11
PNPdb04248	9	7
NOR00343	11	11
PNPdb04249	6	5
NOR00344	18	18
PNPdb04246	8	7
NOR00345	18	18
NOR01676	11	11
PNPdb04247	10	10
NPA000159	2	2
NOR00346	18	18
NOR00347	18	18
NOR00348	18	18
NPA014795	18	10
NPA013440	12	12
PNPdb04262	11	11
PNPdb04263	12	7
PNPdb04261	11	11
PNPdb04266	13	12
PNPdb04267	12	12
NPA026754	8	8
PNPdb04265	10	10
PNPdb04259	10	10
NOR00310	3	3
NOR00311	3	3
PNPdb04257	9	9
PNPdb04258	10	10
NPA000126	4	4
NOR00313	3	3
NOR00314	3	3
NPA012109	2	1
NOR00316	3	3
NOR00317	3	3
BGC0000403.3	9	9
BGC0000403.2	9	9
NOR00319	3	3
BGC0000403.1	9	9
BGC0000403.0	9	9
NPA013433	7	6
BGC0002250.5	0	0
BGC0002250.3	0	0
BGC0002250.4	0	0
NPA014768	4	4
PNPdb04270	12	12
BGC0002250.2	0	0
BGC0000380.5	0	0
PNPdb04273	12	11
PNPdb04274	12	11
NPA026747	5	5
PNPdb04271	8	8
NPA026746	6	6
PNPdb04272	10	10
BGC0000380.1	0	0
NPA026745	6	6
BGC0000380.2	0	0
NPA000141	3	3
NPA026744	6	6
PNPdb04278	11	10
BGC0000380.3	0	0
NPA026743	6	6
NOR01660	7	7
BGC0000380.4	0	0
NOR00330	9	9
PNPdb04276	7	6
PNPdb04268	6	6
BGC0000380.0	0	0
NOR00323	3	3
PNPdb04269	7	5
BGC0001805.0	0	0
NOR00326	3	3
NOR00329	3	2
NPA014770	8	8
NPA014772	9	9
BGC0001448.1	10	9
NPA020910	3	2
BGC0001448.0	10	9
NPA019926	5	5
NPA020912	4	4
BGC0001052.0	0	0
NPA006607	7	7
BGC0000298.2	1	1
BGC0000298.1	2	1
BGC0000298.0	1	1
NPA020917	3	3
NPA020918	3	3
NPA019915	4	4
NPA006622	7	7
NPA006616	7	7
NPA020907	2	2
NPA020908	8	8
BGC0001840.0	3	3
NPA011186	8	7
NPA019903	7	6
BGC0002335.0	4	4
BGC0000428.0	0	0
BGC0001172.0	0	0
BGC0002335.1	4	4
NPA011193	4	4
BGC0002468.0	2	2
NPA024496	4	4
NPA024494	4	4
NPA024495	4	4
NPA007925	2	2
NPA011188	6	6
NPA019968	5	5
NPA018638	20	12
NPA019967	3	3
NPA020953	3	3
NPA017308	8	6
NPA020954	8	8
NPA020955	8	8
NPA020956	8	8
NPA007982	3	1
NPA005323	2	1
NPA006655	2	2
BGC0000966.0	0	0
NPA006653	8	8
NPA006647	7	4
NPA007978	4	4
NPA006649	9	9
NPA018645	6	6
BGC0001435.0	0	0
NPA020945	8	8
NPA006660	5	5
NPA004003	8	8
NPA004002	5	5
BGC0002623.11	4	4
BGC0002623.10	3	3
BGC0002348.0	0	0
NPA020935	19	19
NPA018616	8	8
NPA019947	6	6
NPA018613	18	11
NPA019948	8	8
BGC0002228.3	0	0
NPA007960	9	8
BGC0002228.2	0	0
BGC0001422.0	6	6
BGC0002228.1	0	0
BGC0002228.0	0	0
NPA006626	4	4
BGC0000308.2	0	0
BGC0000308.1	0	0
NPA020924	3	3
BGC0000308.0	0	0
NPA018607	2	2
NPA007970	3	3
NPA005312	2	0
NPA006643	2	1
NPA005306	10	10
NPA005304	8	7
NPA006634	3	3
NPA007965	7	7
NPA018610	7	7
NPA017349	10	10
NPA005362	3	2
NPA005368	2	2
BGC0002037.1	0	0
BGC0002037.0	0	0
BGC0003044.3	1	1
NPA017353	7	7
BGC0000463.0	14	14
