id	recognized_monomers	nerpa2_supported_monomers
PNPdb00488	7	7
BGC0001331.6	4	4
PNPdb00489	3	3
BGC0001331.5	4	4
BGC0001331.4	4	4
BGC0001331.3	4	4
BGC0001331.2	4	4
BGC0001331.1	4	4
BGC0001331.0	4	4
NPA011882	2	0
BGC0000432.0	1	1
NPA011881	3	3
NPA022515	4	4
NPA023849	11	11
NPA022512	7	6
NPA022511	7	6
NPA008210	10	10
NPA022510	7	6
PNPdb00495	8	8
PNPdb00496	9	9
BGC0001059.0	0	0
NPA010529	7	7
PNPdb00497	8	8
PNPdb00498	10	10
NPA011859	2	2
PNPdb00499	11	11
NPA008209	11	10
NPA010523	3	3
NPA010521	7	7
BGC0002189.0	2	2
NPA022509	5	5
NPA022508	5	5
BGC0000325.0	4	4
NPA023833	2	2
NPA008226	8	6
NPA023834	2	2
NPA023831	4	1
NPA023832	6	6
NPA008221	5	5
BGC0001451.0	8	8
NPA023830	3	1
NPA021247	10	9
NPA021246	10	9
NPA021249	10	10
NPA021248	10	10
NPA021243	10	10
NPA021242	10	10
NPA021245	10	10
NPA021244	10	10
NPA021250	10	10
NPA021252	10	10
NPA021251	10	10
NPA010586	7	6
NPA010583	8	4
NPA010584	2	2
NPA008280	12	12
NPA021239	10	10
NPA021238	11	11
NPA021232	11	9
NPA008289	8	7
NPA021234	2	2
NPA021233	2	2
BGC0001046.0	0	0
NPA021241	10	10
NPA021240	10	10
NPA010571	2	2
NPA009580	6	6
NPA022555	2	1
NPA008254	15	8
NPA022552	3	2
NPA009586	7	7
NPA022551	3	2
NPA008256	12	12
NPA009587	5	5
NPA022554	2	1
NPA022553	2	1
BGC0000445.0	8	8
NPA011899	9	7
BGC0002546.0	0	0
NPA010568	6	6
NPA010565	6	6
NPA010563	7	5
BGC0001166.0	3	4
NPA021217	12	12
BGC0000970.0	0	0
NPA008260	14	13
NPA022545	7	6
NPA022544	7	7
NPA021215	2	2
NPA022546	7	7
NPA008265	2	2
NPA008266	11	7
NPA009597	3	3
NPA022543	7	6
BGC0000983.1	0	0
BGC0002617.7	1	1
BGC0000983.0	0	0
BGC0001094.0	0	0
BGC0002413.0	9	9
BGC0002617.6	1	1
BGC0002617.8	2	2
BGC0002617.3	1	1
BGC0002617.2	2	1
BGC0002617.5	2	2
BGC0002617.4	2	1
NPA004700	12	12
BGC0001104.0	0	0
NPA004711	11	10
NPA004715	2	2
NPA004716	18	11
BGC0002270.0	0	0
NPA008299	12	11
BGC0002426.1	3	1
BGC0002426.0	4	1
NPA022585	5	4
BGC0002426.2	3	1
NPA022587	5	4
NPA022586	5	4
NPA021263	5	4
NPA021262	5	4
NPA015401	2	2
BGC0002977.0	1	1
BGC0002977.3	1	1
NPA015405	10	10
BGC0002977.4	1	1
BGC0002977.1	0	0
NPA016739	6	6
BGC0002977.2	1	1
NPA015408	5	5
PNPdb04000	6	6
NPA004750	4	3
NPA028721	6	3
BGC0002581.2	7	7
NPA028711	6	5
BGC0001344.8	4	3
BGC0002581.3	7	7
NPA004745	7	6
NPA028712	6	5
BGC0001344.7	4	3
BGC0002581.0	6	6
NPA003414	7	7
NPA028713	6	4
BGC0001344.6	4	3
BGC0002581.1	6	6
NPA028714	3	2
BGC0001344.5	4	3
NPA004748	7	7
BGC0001344.4	4	3
NPA003415	8	8
BGC0001344.3	4	3
BGC0002581.4	6	6
NPA028717	4	3
NOR01426	1	1
BGC0001344.2	4	3
BGC0002581.5	6	6
NOR01427	1	1
BGC0001344.1	4	3
BGC0001344.0	4	3
BGC0001477.0	0	0
BGC0000996.1	0	0
BGC0000996.0	0	0
NOR01440	7	7
NPA028710	7	6
NOR00110	7	6
PNPdb04012	9	9
NPA028700	7	5
NOR00100	6	6
NPA028701	7	6
PNPdb04007	9	8
NPA028702	7	4
NOR00102	6	6
PNPdb04004	8	8
NPA028703	7	6
NPA004759	7	7
NPA028704	7	5
NPA028705	6	5
NOR00105	6	6
NPA003429	2	2
NPA028706	14	13
NOR00106	7	6
PNPdb04008	9	9
NPA028707	7	6
NOR00107	7	6
NOR01438	6	5
PNPdb04009	10	8
NPA028708	7	6
NOR00108	7	6
NPA028709	6	5
NOR00109	7	6
NPA016710	2	2
BGC0000338.0	3	3
PNPdb04020	9	9
PNPdb04021	10	10
PNPdb04024	8	8
PNPdb04017	10	10
NPA004721	8	7
NPA004726	21	11
PNPdb04019	8	8
NOR01407	5	5
NPA016708	2	1
BGC0002296.0	0	0
BGC0002296.1	0	0
BGC0002296.2	0	0
PNPdb04030	7	7
BGC0002296.3	0	0
PNPdb04035	10	8
BGC0002296.4	1	1
PNPdb04036	8	7
BGC0002296.5	1	1
PNPdb04034	9	9
BGC0002844.0	8	7
NOR01410	8	7
PNPdb04029	8	7
PNPdb04026	9	9
PNPdb04027	9	9
BGC0001211.0	6	6
NPA003406	7	7
NPA013144	7	7
NPA027789	6	6
BGC0002248.0	0	0
BGC0002760.0	11	10
NPA014481	3	3
NPA014482	2	1
NPA014483	4	4
NPA014487	7	7
NPA014467	20	11
NPA014468	8	4
NPA015799	9	8
NPA013152	2	2
BGC0000385.0	11	11
BGC0003135.0	1	1
NPA026448	2	2
NOR01001	15	7
NPA001169	6	5
NPA026453	6	6
NPA027767	11	11
NPA001143	7	7
NPA027766	10	10
NPA001136	8	8
NPA013115	9	8
NPA014444	11	9
NPA015776	6	6
NPA014447	3	3
NPA014449	20	11
NPA002480	11	10
NPA026426	5	5
NPA002485	8	8
NPA002478	2	2
NPA027761	2	2
BGC0002880.0	3	1
NPA013125	2	2
BGC0002880.1	0	0
NPA010909	2	2
NPA009912	3	3
NPA010901	5	5
NOR01028	5	2
NPA013195	5	5
NPA010914	8	8
NPA009923	7	6
NPA010910	5	4
NPA013166	2	0
BGC0000372.2	0	0
BGC0001117.0	10	10
NPA001185	10	9
BGC0000372.0	0	0
BGC0000372.1	0	0
PNPdb01701	2	2
PNPdb01703	3	2
PNPdb01705	3	3
PNPdb01707	4	4
PNPdb01708	5	5
PNPdb01709	3	3
NPA014489	12	12
NPA009911	5	5
NPA001197	20	10
NPA025139	9	6
NOR01023	20	10
NPA009907	2	2
PNPdb01710	5	5
NPA014490	3	2
PNPdb01712	6	6
PNPdb01714	4	4
PNPdb01716	6	6
PNPdb01717	7	4
PNPdb01718	7	7
BGC0001820.0	2	2
NOR01068	10	10
BGC0002666.3	0	0
PNPdb01720	6	6
BGC0002666.2	0	0
NPA010946	5	2
PNPdb01721	8	7
BGC0002666.1	0	0
PNPdb01722	11	11
BGC0002666.0	0	0
PNPdb01723	10	8
PNPdb01724	9	9
PNPdb01726	10	10
PNPdb01727	9	7
PNPdb01728	11	9
PNPdb01729	14	14
BGC0001165.0	0	0
NOR01081	13	13
NPA008643	18	10
NPA009974	8	8
NPA009975	9	4
BGC0002342.1	0	0
BGC0002342.2	0	0
NPA007307	9	7
BGC0002342.3	0	0
BGC0002342.4	0	0
PNPdb01730	7	6
PNPdb00400	3	2
PNPdb01731	10	10
PNPdb01732	11	10
BGC0002342.0	0	0
BGC0002533.0	4	3
PNPdb00403	6	6
PNPdb01734	3	4
PNPdb00404	5	5
NPA010953	14	12
PNPdb01737	3	3
PNPdb01738	4	3
BGC0002342.5	0	0
PNPdb00408	6	6
PNPdb01739	3	3
BGC0002342.6	0	0
BGC0002475.0	3	2
BGC0001428.0	5	5
NOR01056	10	10
NPA009939	7	7
PNPdb01740	4	4
PNPdb00410	4	3
PNPdb01741	2	2
PNPdb01742	5	5
NPA010924	9	8
PNPdb00412	7	7
PNPdb01743	4	4
PNPdb01744	6	6
NPA009937	4	3
PNPdb00414	4	4
PNPdb01745	4	4
PNPdb00415	7	7
PNPdb00416	6	6
NPA025190	2	2
PNPdb00417	6	6
PNPdb01748	5	5
NPA025191	2	2
PNPdb00418	6	6
PNPdb01749	6	6
PNPdb00419	7	7
NPA022905	9	9
BGC0001833.1	4	4
NPA008623	18	12
NOR01062	10	10
NOR01063	10	10
NOR01064	10	10
NOR01065	10	10
BGC0001833.0	4	4
NOR01066	10	10
NPA008620	9	4
NOR01067	10	10
NPA025189	2	2
NOR01058	10	10
PNPdb01750	6	6
PNPdb01751	6	6
NPA025188	2	2
PNPdb00421	7	7
PNPdb01752	7	6
NPA008614	20	12
PNPdb01753	6	6
PNPdb00423	5	5
PNPdb01754	7	6
NPA009947	14	8
PNPdb00425	8	7
PNPdb00426	8	8
PNPdb01757	11	11
BGC0002653.0	10	10
NPA010931	7	7
PNPdb00427	7	7
PNPdb01758	9	9
PNPdb00428	9	9
PNPdb00429	9	9
BGC0001152.0	6	6
NPA020318	11	11
BGC0000145.0	0	0
NPA008676	7	7
NPA022973	3	3
BGC0000398.0	10	10
NPA020314	8	8
BGC0002092.5	11	11
BGC0000959.1	0	0
BGC0000959.0	0	0
NPA022972	3	3
NPA007345	2	2
NPA022971	3	3
PNPdb01770	4	4
BGC0002092.1	11	11
PNPdb01760	11	9
BGC0002092.2	11	11
PNPdb00430	6	6
PNPdb01761	14	14
BGC0002092.3	11	11
PNPdb01762	9	9
BGC0002092.4	11	11
PNPdb00432	9	9
PNPdb01763	7	6
PNPdb01764	10	10
PNPdb00434	9	7
PNPdb01765	10	7
NPA010987	8	7
PNPdb00435	10	9
BGC0002092.0	11	11
PNPdb00436	12	7
NPA018002	3	2
PNPdb01768	4	3
NPA019335	2	2
BGC0001668.0	0	0
BGC0003077.0	0	0
NPA008689	2	1
NPA007352	2	1
PNPdb01780	7	7
PNPdb00450	6	6
PNPdb01781	6	6
PNPdb00440	5	5
PNPdb01771	3	2
PNPdb00441	5	5
PNPdb01772	4	4
PNPdb00442	3	3
PNPdb01773	2	2
PNPdb00444	3	3
PNPdb00445	4	3
PNPdb01776	5	5
PNPdb00446	6	6
PNPdb01777	6	6
PNPdb00447	4	4
PNPdb01778	5	5
PNPdb01779	6	6
PNPdb00449	7	7
BGC0000430.0	4	2
BGC0000430.1	4	2
NPA019309	3	3
NPA019307	5	5
NOR01092	16	11
NOR01093	16	11
NPA008655	2	2
NOR01094	18	8
NPA008650	5	5
PNPdb01790	10	9
NPA007324	5	5
PNPdb00460	9	8
PNPdb00461	9	9
PNPdb01792	14	14
PNPdb01782	8	8
PNPdb00452	8	8
PNPdb00453	6	6
NPA007316	12	12
PNPdb01785	11	11
PNPdb00455	7	7
PNPdb01786	9	9
PNPdb00456	4	3
PNPdb01787	8	8
NPA008649	4	4
PNPdb00457	7	7
PNPdb01788	7	7
BGC0001953.2	9	9
BGC0001953.0	9	9
BGC0001953.1	9	9
NPA019314	11	11
BGC0002235.0	0	0
BGC0002235.1	0	0
BGC0001415.0	3	3
NPA007333	5	3
NPA006001	10	10
NPA006006	5	5
PNPdb00470	2	2
BGC0002235.2	0	0
PNPdb00471	2	2
PNPdb00472	5	5
PNPdb00462	9	9
PNPdb01793	10	9
NPA007329	6	5
PNPdb00463	8	8
PNPdb01794	9	7
BGC0002368.0	1	0
PNPdb00464	5	4
PNPdb01796	3	3
NPA008659	6	5
PNPdb00467	6	5
PNPdb01799	3	3
NPA010977	8	7
NPA010973	2	1
BGC0002368.1	0	0
NPA020238	5	4
NPA020239	5	4
NPA020235	21	21
NPA020237	5	4
PNPdb01690	7	7
NPA021561	9	9
PNPdb00360	11	10
PNPdb00361	14	12
PNPdb01692	9	7
PNPdb01693	7	7
BGC0000444.0	0	0
PNPdb00352	3	3
NPA021571	6	6
PNPdb00354	8	8
PNPdb01685	5	2
NPA020240	5	4
PNPdb01686	7	7
PNPdb00356	11	10
PNPdb01687	7	7
PNPdb00357	11	10
PNPdb00358	8	7
PNPdb01689	6	6
PNPdb00359	9	8
BGC0001726.1	0	0
BGC0001726.0	0	0
NPA019259	9	9
NPA007278	9	9
PNPdb00370	6	6
NPA020220	13	13
PNPdb00371	5	5
PNPdb00372	5	5
PNPdb00373	2	2
PNPdb00364	2	2
PNPdb01695	10	8
PNPdb00365	3	2
PNPdb01696	14	14
PNPdb00366	4	3
PNPdb01697	7	6
PNPdb00367	5	5
PNPdb01698	10	10
PNPdb00368	3	3
PNPdb01699	11	7
NPA008572	8	8
NPA020217	19	13
NPA020218	19	12
NPA020219	12	12
NPA020212	3	3
NPA021544	6	6
NPA020213	3	3
NPA021543	6	6
NPA020214	3	3
NPA007249	6	6
NPA021540	7	7
PNPdb00381	6	4
PNPdb00382	6	6
NPA020210	4	4
NPA021542	7	7
PNPdb00383	7	7
NPA007246	2	2
NPA020211	3	3
NPA021541	7	7
PNPdb00384	7	7
PNPdb00375	6	6
PNPdb00377	5	4
NPA019230	2	2
PNPdb00378	4	4
PNPdb00379	3	2
NPA010885	6	6
NPA010883	3	3
NPA019239	5	5
BGC0003076.0	0	0
NPA020209	3	3
NPA019218	5	5
NPA020205	4	4
NPA021537	5	5
NPA021539	7	7
BGC0002044.0	8	8
NPA020201	4	4
NPA020202	4	4
NPA020203	4	4
PNPdb00390	7	7
NPA020204	4	4
PNPdb00392	10	10
PNPdb00394	11	11
NPA020200	4	4
PNPdb00385	3	2
PNPdb00386	6	6
PNPdb00387	6	6
PNPdb00388	6	6
BGC0001330.6	4	4
BGC0001330.5	4	4
BGC0001330.4	4	4
NPA019223	11	7
BGC0001330.3	4	4
BGC0001966.0	8	8
NPA019224	19	17
BGC0001330.2	4	4
BGC0001330.1	4	4
NPA019222	6	6
BGC0001330.0	4	4
NPA010894	17	12
NPA010891	6	6
NPA020281	7	7
PNPdb00396	8	7
NPA020282	7	7
PNPdb00397	12	11
NPA020283	7	7
PNPdb00398	10	8
BGC0001058.0	8	7
NPA020284	14	14
PNPdb00399	14	13
BGC0001570.0	4	2
NPA021599	3	3
NPA021598	3	3
NPA020265	5	5
NPA021597	4	3
NPA020266	5	5
BGC0000457.0	3	3
NPA019285	6	6
BGC0001178.0	7	5
BGC0000982.0	1	1
BGC0001846.1	8	8
NPA020256	15	15
NPA020258	10	10
BGC0001846.0	12	12
NPA020252	4	4
NPA020253	4	4
BGC0000311.0	9	7
BGC0002057.0	0	0
NPA020254	20	12
NPA020255	20	13
NPA019270	2	2
NPA019271	6	6
NPA020260	13	13
NPA020261	19	10
BGC0001726.5	0	0
BGC0001726.4	0	0
BGC0001726.3	0	0
BGC0001726.2	0	0
NPA007293	10	9
NPA020246	4	4
NPA020247	4	4
NPA007297	9	9
NPA020248	5	5
NPA021572	5	5
BGC0001045.0	3	3
NPA020250	6	6
NPA020251	6	6
NPA019264	7	7
BGC0002534.0	6	4
NPA019267	8	7
BGC0002534.1	6	4
BGC0002534.2	5	4
NPA015722	7	7
BGC0001881.0	0	0
BGC0001116.0	7	4
BGC0002605.0	1	1
NPA003730	2	2
BGC0002858.2	5	4
BGC0002858.1	5	4
BGC0002858.0	5	4
NPA015712	8	8
BGC0002978.0	10	9
BGC0002414.0	9	9
BGC0001093.0	2	2
BGC0002414.2	3	3
BGC0002414.1	9	9
BGC0002414.3	6	6
BGC0002582.1	0	0
BGC0002582.0	0	0
BGC0001103.0	8	8
BGC0000995.0	0	0
NPA020287	2	2
BGC0003170.1	10	10
BGC0003170.0	10	10
NPA020290	9	8
BGC0002271.0	0	0
BGC0000337.0	5	5
NPA015767	2	2
NPA015769	5	2
BGC0003148.1	5	5
NPA003780	19	11
BGC0003148.0	5	5
NPA002451	10	10
NPA003781	18	11
NPA003775	6	6
NPA027753	6	6
NPA001115	4	4
NPA002448	18	18
NPA014422	7	7
NPA014423	8	7
NPA015755	10	6
NPA015756	7	6
NPA014426	20	10
NPA002462	19	12
NPA003792	15	8
NPA002463	2	2
NPA002459	2	2
NPA014414	8	7
NPA014415	3	3
NPA002422	9	4
BGC0002832.0	16	15
BGC0002164.0	0	0
BGC0003028.0	0	0
NPA014406	2	2
NPA001110	5	5
NPA003763	2	1
NPA001108	6	6
NPA014356	4	4
NPA002375	8	7
NOR01111	3	3
NPA027676	2	2
NPA003697	20	12
NOR01107	3	3
NOR01108	3	3
NOR01109	3	3
NPA014360	7	7
BGC0001667.6	7	6
NPA014363	8	8
NPA013034	4	4
NPA014349	3	3
BGC0001414.0	9	9
NPA001050	3	3
NPA028990	15	8
NPA028991	15	9
NPA026328	14	13
NPA028992	15	8
NPA028993	15	9
NPA001047	4	4
NOR01113	3	3
NPA002379	7	7
NPA028989	15	7
NOR01115	6	6
NOR01117	6	6
BGC0002881.1	4	4
NPA015684	3	3
BGC0002881.0	4	4
NPA014334	2	1
NPA014338	3	3
BGC0000397.0	5	5
NPA002354	5	5
NPA027645	4	4
NPA027644	3	3
BGC0002093.0	0	0
NPA003675	5	4
NPA003678	6	6
NPA002348	7	6
NPA014341	3	3
NPA015673	5	4
NPA014343	4	3
NPA015674	3	2
BGC0001667.0	7	6
BGC0001667.1	7	6
NPA013012	8	8
BGC0001667.4	6	4
NPA014328	7	7
NPA016989	6	6
BGC0001667.2	7	6
NPA014329	6	6
BGC0001667.3	7	5
NPA027639	4	4
NPA027638	6	6
NPA027637	7	7
NPA027636	7	7
NPA027635	7	7
NPA002365	4	4
NPA027634	8	8
NPA027633	7	7
NPA027643	4	4
NPA002355	11	9
NPA027642	4	4
NPA027641	3	3
NPA028966	4	3
NPA027640	6	5
NPA001028	6	6
NPA016992	19	10
BGC0001009.0	1	1
NPA013003	10	10
NPA013066	2	2
BGC0000371.0	5	5
NPA001087	25	24
BGC0000371.1	4	4
NPA025053	7	6
NPA025054	7	6
NPA025052	7	6
NPA013058	7	7
PNPdb02909	6	6
BGC0002521.2	12	12
BGC0001129.0	6	6
BGC0002521.0	12	12
NPA009811	2	2
NPA026369	3	3
NPA009802	4	4
NPA014390	2	2
NPA026372	9	9
PNPdb02900	9	9
NPA026371	9	9
NPA026370	2	2
PNPdb02902	13	13
PNPdb02904	3	3
PNPdb02908	4	4
PNPdb02907	5	4
NPA013045	4	4
NPA013043	17	9
NPA013040	8	8
NPA002391	4	4
NPA025028	3	2
NOR01130	10	8
NPA025029	2	2
NPA001066	5	5
NPA025026	3	2
NPA025027	3	2
NPA002389	4	4
BGC0002606.0	1	1
NOR01126	10	8
NOR01127	10	8
NOR01128	10	8
NOR01129	10	8
PNPdb02911	6	6
PNPdb02910	3	3
BGC0000407.0	10	10
PNPdb02913	3	2
PNPdb02912	4	4
PNPdb02915	5	5
NPA014384	14	14
PNPdb02914	6	6
NPA013039	8	7
PNPdb02917	7	7
PNPdb02916	5	5
PNPdb02919	8	8
PNPdb02918	6	6
NPA013056	5	5
NPA014368	2	2
NPA001071	8	6
NPA001073	6	6
NOR01141	4	4
NOR01142	7	6
NOR01143	7	6
BGC0000384.0	1	1
NOR01134	4	4
NPA025025	3	2
NOR01135	4	4
PNPdb02921	7	7
PNPdb02924	7	5
PNPdb02923	7	7
NPA014372	4	4
PNPdb02926	10	10
NPA014373	5	5
PNPdb02925	9	9
PNPdb02928	10	10
BGC0001521.0	1	1
PNPdb02927	10	10
PNPdb02929	11	10
NPA022813	5	3
NPA022814	5	3
NPA009841	6	6
NPA008509	8	8
NPA010826	6	6
PNPdb01600	3	3
PNPdb02930	9	9
PNPdb01601	5	5
PNPdb02935	6	6
PNPdb01604	2	1
PNPdb02934	2	2
PNPdb02937	6	4
PNPdb02939	5	5
BGC0001952.0	9	9
PNPdb02938	6	6
BGC0001952.1	9	9
PNPdb01609	6	6
NPA008522	4	4
NPA009853	9	8
NPA008525	4	3
NPA008521	17	17
NPA008519	7	7
PNPdb02940	6	6
NPA010835	7	7
PNPdb01610	6	6
PNPdb02942	5	5
NPA008516	4	3
NPA010836	7	7
PNPdb01611	3	3
PNPdb02941	6	6
BGC0001044.0	1	1
PNPdb01612	5	5
PNPdb02944	6	5
PNPdb01613	5	5
PNPdb02943	4	3
BGC0002654.0	9	9
PNPdb01614	7	7
PNPdb02946	6	6
PNPdb01615	9	7
PNPdb01616	7	7
PNPdb02948	6	6
PNPdb01617	9	9
PNPdb02947	6	6
PNPdb01619	9	9
PNPdb02949	2	2
NPA013087	3	2
BGC0000958.0	1	1
PNPdb02951	4	4
NPA010805	3	1
PNPdb02950	8	8
NPA009813	7	7
PNPdb01621	9	9
PNPdb02953	7	7
NPA010803	7	7
PNPdb01622	10	10
PNPdb02952	8	8
PNPdb01623	10	10
PNPdb02955	10	8
PNPdb01624	7	6
PNPdb02954	7	7
PNPdb01625	9	9
PNPdb02957	9	9
PNPdb01626	12	12
PNPdb02956	5	5
PNPdb02959	10	10
PNPdb02958	9	8
PNPdb01629	3	3
BGC0002210.0	0	0
BGC0001297.0	6	6
PNPdb02960	11	10
NPA010815	5	5
PNPdb01630	5	4
PNPdb02962	11	9
PNPdb00300	6	4
PNPdb02961	8	7
PNPdb01632	4	3
NPA010814	2	2
PNPdb00302	8	7
PNPdb02963	9	9
BGC0001297.2	4	4
PNPdb00303	2	2
BGC0001297.1	6	6
PNPdb00304	6	6
PNPdb01635	5	5
PNPdb00305	6	6
PNPdb00306	8	7
PNPdb01637	7	7
PNPdb00307	8	8
PNPdb00308	7	7
PNPdb01639	7	7
PNPdb02969	5	4
PNPdb00309	5	5
BGC0001427.0	5	5
BGC0002476.0	6	6
NPA019207	8	8
NPA022859	2	2
NPA007226	6	6
PNPdb02980	4	4
PNPdb02971	5	5
PNPdb01640	7	7
PNPdb02970	4	4
PNPdb00310	7	6
PNPdb01641	7	7
PNPdb02973	2	2
PNPdb02975	5	5
BGC0001031.0	0	0
PNPdb00313	6	6
PNPdb01644	7	7
PNPdb00314	9	8
PNPdb02977	5	5
NPA010867	9	9
PNPdb00315	8	6
PNPdb01646	10	10
PNPdb02976	6	6
PNPdb01647	10	10
PNPdb02979	5	5
PNPdb01648	7	3
PNPdb02978	5	4
PNPdb01649	11	11
PNPdb00319	9	7
BGC0000442.0	0	0
NPA009890	6	5
NPA022849	8	8
NPA022846	8	8
NPA022845	8	8
NPA022848	8	8
NPA022847	8	8
NPA022842	5	5
NPA022841	5	5
NPA008568	2	2
NPA022844	8	8
NPA022843	6	6
PNPdb01660	2	2
PNPdb02990	9	9
PNPdb01650	9	9
PNPdb02982	6	6
PNPdb01651	12	12
PNPdb02981	6	6
PNPdb00321	11	9
PNPdb01652	8	7
PNPdb02984	7	7
PNPdb00322	14	13
PNPdb01653	6	5
PNPdb02983	6	6
PNPdb00323	10	9
PNPdb01654	3	4
PNPdb02986	5	5
PNPdb00324	2	2
PNPdb01655	3	3
PNPdb02985	3	3
PNPdb00325	3	3
PNPdb02988	2	1
PNPdb00326	3	1
PNPdb01657	5	5
PNPdb02987	9	9
NPA010875	5	4
PNPdb00327	4	3
PNPdb01659	3	3
PNPdb02989	7	3
NPA010873	15	14
PNPdb00329	5	4
NPA010871	9	7
NPA019206	10	10
NPA021508	2	2
NPA022838	4	4
NPA022835	9	9
NPA022837	8	8
NPA022836	9	9
NPA022831	8	8
NPA022830	8	8
NPA022833	8	8
NPA022832	8	8
PNPdb01670	11	10
PNPdb00340	6	6
PNPdb00330	2	2
PNPdb02993	10	10
PNPdb00331	4	4
PNPdb01662	7	7
PNPdb02992	11	11
PNPdb00332	4	4
PNPdb01663	9	7
PNPdb02995	10	10
PNPdb00333	4	4
PNPdb02994	12	11
PNPdb00334	2	1
PNPdb01665	8	8
PNPdb02997	10	10
NPA009858	4	4
PNPdb00335	6	6
PNPdb01666	9	9
PNPdb02996	8	7
PNPdb00336	6	6
PNPdb01667	12	12
NPA010845	9	8
PNPdb00337	7	7
PNPdb02998	11	10
PNPdb00338	6	6
PNPdb01669	8	8
NPA010843	5	4
PNPdb00339	8	8
NPA010840	2	1
NPA022828	8	8
NPA022827	8	8
NPA022829	8	8
NPA022824	8	8
NPA022826	8	8
NPA022825	8	8
NPA009875	9	9
NPA022822	4	2
NPA008541	6	6
PNPdb00350	9	9
PNPdb01681	3	2
PNPdb00351	8	8
PNPdb00341	9	9
PNPdb00342	7	7
PNPdb01673	10	10
PNPdb00343	8	8
PNPdb01674	6	5
PNPdb00344	6	6
PNPdb01675	7	6
PNPdb00345	6	6
PNPdb01676	12	12
NPA008538	5	4
PNPdb01677	13	13
PNPdb01678	12	7
PNPdb00348	7	7
PNPdb01679	20	17
PNPdb00349	7	7
NPA020117	11	11
NPA021449	9	7
NPA021448	8	7
BGC0001738.2	1	1
BGC0001738.1	1	1
NPA022776	8	6
NPA021444	15	9
NPA022775	9	7
NPA020115	11	5
NPA021447	7	6
NPA008475	5	5
NPA021440	10	10
PNPdb01570	3	3
NPA021443	15	8
NPA022774	9	7
PNPdb00240	10	5
PNPdb01571	4	4
NPA022773	9	7
PNPdb00241	34	32
PNPdb01572	3	3
PNPdb00231	7	6
PNPdb01562	5	5
PNPdb02894	4	4
PNPdb01563	5	5
PNPdb02893	6	4
NPA021450	8	7
PNPdb01564	13	12
PNPdb02896	8	8
PNPdb00234	9	9
PNPdb01565	12	12
PNPdb02895	3	3
PNPdb00235	11	11
PNPdb01566	9	9
PNPdb02898	6	5
PNPdb00236	8	5
PNPdb01567	8	5
PNPdb02897	7	6
PNPdb01568	8	7
PNPdb00238	13	13
PNPdb01569	14	14
PNPdb02899	10	10
PNPdb00239	12	11
BGC0001342.1	0	0
BGC0001342.0	0	0
NPA021439	10	10
PNPdb01580	4	4
PNPdb00250	2	2
PNPdb01581	4	4
PNPdb00251	3	3
PNPdb00252	4	4
PNPdb01583	7	7
PNPdb01573	3	4
PNPdb00243	2	1
PNPdb00244	3	3
PNPdb01575	5	5
PNPdb00245	3	3
NPA019120	12	12
PNPdb00247	6	6
PNPdb01578	6	6
PNPdb00249	4	4
BGC0001738.0	0	0
NPA010799	3	2
BGC0000336.0	13	13
NPA007120	11	7
NPA008457	4	4
NPA009788	6	6
NPA007121	8	8
NPA008452	6	6
PNPdb00260	5	5
PNPdb01591	9	9
BGC0001462.0	11	7
PNPdb00261	3	3
PNPdb01592	12	12
NPA009785	6	6
NPA009786	3	3
PNPdb00263	7	7
PNPdb00253	5	5
PNPdb01584	6	6
PNPdb00254	4	3
PNPdb01585	8	8
PNPdb01586	9	8
PNPdb00256	2	2
PNPdb01587	9	7
PNPdb00257	4	4
PNPdb00258	4	4
PNPdb00259	5	5
NPA010768	6	6
BGC0002940.9	2	2
NPA019114	6	6
BGC0002548.0	8	8
BGC0002548.1	8	8
BGC0002548.2	8	8
NPA010762	3	3
BGC0002548.3	8	8
BGC0000443.0	7	7
BGC0002940.2	2	2
BGC0002940.1	2	2
NPA009791	4	4
BGC0002940.4	2	2
NPA008461	9	6
BGC0002940.3	2	2
BGC0002940.6	2	2
BGC0002940.5	2	2
BGC0002940.8	2	2
BGC0002940.7	2	2
NPA009798	2	2
PNPdb00270	7	7
NPA008463	6	5
PNPdb00271	8	8
BGC0002940.0	2	2
NPA008465	7	7
NPA022741	6	5
PNPdb00273	7	7
NPA022740	5	5
PNPdb00274	8	6
PNPdb00264	6	6
PNPdb00265	8	8
PNPdb01596	3	3
PNPdb00267	7	6
PNPdb00268	7	6
PNPdb01599	5	5
PNPdb00269	7	6
NPA019100	3	3
NPA010772	3	3
NPA019104	5	4
NPA007185	6	6
BGC0000981.0	0	0
NPA007183	6	6
NPA007189	2	1
BGC0001845.0	1	1
NPA020159	2	2
PNPdb00280	10	5
NPA007187	2	2
PNPdb00281	14	13
NPA020153	5	5
PNPdb00282	34	32
PNPdb00283	2	2
BGC0000310.0	12	12
BGC0002058.0	0	0
PNPdb00285	3	3
PNPdb00275	9	9
NPA020161	3	3
PNPdb00276	9	9
NPA020162	4	4
PNPdb00277	8	8
PNPdb00278	8	5
PNPdb00279	11	10
NPA004904	5	4
NPA019177	6	6
NPA019178	18	10
PNPdb00290	5	4
PNPdb00291	4	3
PNPdb00293	5	5
NPA020143	8	7
PNPdb00294	4	3
PNPdb00287	3	2
PNPdb00288	2	2
NPA020152	8	8
PNPdb00289	3	3
NPA004913	5	5
NPA019162	4	4
NPA019166	6	6
BGC0002178.1	5	5
