compound_id	num_recognized_nodes	iso_class_idx
BGC0001331.5	4	1020
BGC0001331.4	4	1020
BGC0001331.3	4	1020
BGC0001331.2	4	1020
BGC0001331.1	4	1020
BGC0001331.0	4	1020
NPA011882	2	1022
BGC0000432.0	1	1023
NPA011881	3	1024
NPA022515	4	1025
NPA023849	11	1026
NPA022512	7	1027
NPA022511	7	1028
NPA008210	10	309
NPA022510	7	1029
PNPdb00495	8	1030
PNPdb00496	9	1031
BGC0001059.0	0	1032
NPA010529	7	1033
PNPdb00497	8	495
PNPdb00498	10	1034
NPA011859	2	478
PNPdb00499	11	367
NPA008209	11	1035
NPA010523	3	1036
NPA010521	7	1037
BGC0002189.0	2	1038
NPA022509	5	1039
NPA022508	5	1040
BGC0000325.0	4	1041
NPA023833	2	1042
NPA008226	8	1043
NPA023834	2	1042
NPA023831	4	1044
NPA023832	6	1045
NPA008221	5	726
BGC0001451.0	8	437
NPA023830	3	1046
NPA021247	10	1047
NPA021246	10	1047
NPA021249	10	1048
NPA021248	10	1049
NPA021243	10	1050
NPA021242	10	1051
NPA021245	10	1051
NPA021244	10	224
NPA021250	10	1051
NPA021252	10	224
NPA021251	10	1052
NPA010586	7	1053
NPA010583	8	1054
NPA010584	2	1055
NPA008280	12	533
NPA021239	10	1050
NPA021238	11	1056
NPA021232	11	1057
NPA008289	8	1014
NPA021234	2	1058
NPA021233	2	316
BGC0001046.0	0	1059
NPA021241	10	224
NPA021240	10	1050
NPA010571	2	725
NPA009580	6	1060
NPA022555	2	1061
NPA008254	15	1062
NPA022552	3	1063
NPA009586	7	314
NPA022551	3	1064
NPA008256	12	1065
NPA009587	5	1066
NPA022554	2	1067
NPA022553	2	1068
BGC0000445.0	8	783
NPA011899	9	1069
BGC0002546.0	0	159
NPA010568	6	133
NPA010565	6	510
NPA010563	7	1070
BGC0001166.0	3	436
NPA021217	12	1071
BGC0000970.0	0	1072
NPA008260	14	1073
NPA022545	7	1074
NPA022544	7	1075
NPA021215	2	884
NPA022546	7	1076
NPA008265	2	1077
NPA008266	11	1078
NPA009597	3	1079
NPA022543	7	1080
BGC0002617.7	1	1081
BGC0000983.1	0	1082
BGC0001094.0	0	1083
BGC0002413.0	9	1084
BGC0002617.6	1	1085
BGC0000983.0	0	1082
BGC0002617.8	2	1086
BGC0002617.3	1	1087
BGC0002617.2	2	1088
BGC0002617.5	2	1089
BGC0002617.4	2	1088
NPA004700	12	1090
BGC0001104.0	0	1091
NPA004711	11	1092
NPA004715	2	1093
NPA004716	18	1094
BGC0002270.0	0	159
NPA008299	12	1095
BGC0002426.1	3	1096
BGC0002426.0	4	1097
NPA022585	5	1098
BGC0002426.2	3	1099
NPA022587	5	1100
NPA022586	5	1101
NPA021263	5	968
NPA021262	5	1102
NPA015401	2	1103
BGC0002977.0	1	1104
BGC0002977.3	1	1105
NPA015405	10	65
BGC0002977.4	1	1105
BGC0002977.1	0	155
NPA016739	6	1106
BGC0002977.2	1	1107
NPA015408	5	1108
PNPdb04000	6	1109
NPA004750	4	1110
NPA028721	6	1111
BGC0002581.2	7	1112
NPA028711	6	1113
BGC0002581.3	7	1114
BGC0001344.8	4	1115
NPA004745	7	1116
NPA028712	6	1117
BGC0002581.0	6	1118
BGC0001344.7	4	1119
NPA003414	7	1120
NPA028713	6	1121
BGC0002581.1	6	1122
BGC0001344.6	4	1123
NPA028714	3	1124
BGC0001344.5	4	962
NPA004748	7	1125
BGC0001344.4	4	962
NPA003415	8	1126
BGC0002581.4	6	1127
BGC0001344.3	4	962
NOR01426	1	1107
NPA028717	4	1128
BGC0002581.5	6	1129
BGC0001344.2	4	1123
NOR01427	1	1107
BGC0001344.1	4	1130
BGC0001344.0	4	1123
BGC0001477.0	0	1131
BGC0000996.1	0	159
BGC0000996.0	0	159
NOR01440	7	167
NOR00110	7	1132
NPA028710	7	1133
PNPdb04012	9	1134
NOR00100	6	1135
NPA028700	7	1136
NPA028701	7	1137
PNPdb04007	9	1138
NOR00102	6	1139
NPA028702	7	1140
PNPdb04004	8	1141
NPA028703	7	1142
NPA004759	7	1143
NPA028704	7	1144
NOR00105	6	1145
NPA028705	6	1146
NOR00106	7	1147
NPA003429	2	1148
NPA028706	14	1149
PNPdb04008	9	1150
NOR00107	7	948
NOR01438	6	1151
NPA028707	7	1152
PNPdb04009	10	1153
NOR00108	7	1154
NPA028708	7	1155
NOR00109	7	1156
NPA028709	6	1157
NPA016710	2	1158
BGC0000338.0	3	1159
PNPdb04020	9	593
PNPdb04021	10	1160
PNPdb04024	8	1161
PNPdb04017	10	1162
NPA004721	8	1163
NPA004726	21	1164
PNPdb04019	8	665
NOR01407	5	1165
NPA016708	2	722
BGC0002296.0	0	155
BGC0002296.1	0	155
BGC0002296.2	0	155
PNPdb04030	7	1166
BGC0002296.3	0	155
PNPdb04035	10	1167
BGC0002296.4	1	1168
PNPdb04036	8	1169
BGC0002296.5	1	1168
PNPdb04034	9	1170
BGC0002844.0	8	270
NOR01410	8	419
PNPdb04029	8	1171
PNPdb04026	9	1172
PNPdb04027	9	1150
BGC0001211.0	6	1173
NPA003406	7	1174
NPA013144	7	1175
NPA027789	6	1176
BGC0002760.0	11	1177
BGC0002248.0	0	1178
NPA014481	3	1179
NPA014482	2	1180
NPA014483	4	1181
NPA014487	7	314
NPA014467	20	1182
NPA014468	8	620
NPA015799	9	1183
NPA013152	2	1184
BGC0000385.0	11	1185
BGC0003135.0	1	1186
NPA026448	2	1187
NOR01001	15	706
NPA001169	6	1188
NPA026453	6	867
NPA027767	11	1189
NPA001143	7	1190
NPA027766	10	1191
NPA001136	8	1192
NPA013115	9	1193
NPA014444	11	120
NPA015776	6	1194
NPA014447	3	1195
NPA014449	20	1196
NPA002480	11	1197
NPA026426	5	1198
NPA002485	8	1199
NPA002478	2	1200
NPA027761	2	1201
BGC0002880.0	3	1202
NPA013125	2	1203
BGC0002880.1	0	1204
NPA010909	2	1205
NOR01028	5	1206
NPA009912	3	257
NPA010901	5	1207
NPA013195	5	1208
NPA010914	8	381
NPA009923	7	1209
NPA010910	5	353
NPA013166	2	1210
BGC0000372.2	0	1211
BGC0001117.0	10	238
NPA001185	10	79
BGC0000372.0	0	1211
BGC0000372.1	0	159
PNPdb01701	2	1212
PNPdb01703	3	877
PNPdb01705	3	1213
PNPdb01707	4	1214
PNPdb01708	5	709
PNPdb01709	3	324
NPA014489	12	1215
NPA009911	5	1216
NPA001197	20	1217
NPA025139	9	1218
NOR01023	20	1219
NPA009907	2	1220
PNPdb01710	5	1221
NPA014490	3	1222
PNPdb01712	6	1223
PNPdb01714	4	99
PNPdb01716	6	1224
PNPdb01717	7	1225
PNPdb01718	7	1226
BGC0001820.0	2	884
NOR01068	10	1227
BGC0002666.3	0	155
PNPdb01720	6	1228
BGC0002666.2	0	155
NPA010946	5	1229
PNPdb01721	8	1230
BGC0002666.1	0	155
PNPdb01722	11	1231
BGC0002666.0	0	155
PNPdb01723	10	1232
PNPdb01724	9	1233
PNPdb01726	10	1234
PNPdb01727	9	1235
PNPdb01728	11	1236
PNPdb01729	14	1237
BGC0001165.0	0	1131
NOR01081	13	1238
NPA008643	18	1239
NPA009974	8	1240
NPA009975	9	1241
BGC0002342.1	0	159
BGC0002342.2	0	159
NPA007307	9	1242
BGC0002342.3	0	1243
BGC0002342.4	0	159
PNPdb01730	7	145
PNPdb00400	3	1244
PNPdb01731	10	1245
PNPdb01732	11	1177
BGC0002533.0	4	1246
BGC0002342.0	0	159
PNPdb00403	6	1247
PNPdb01734	3	1248
PNPdb00404	5	1249
NPA010953	14	1250
PNPdb01737	3	1251
PNPdb01738	4	1252
BGC0002342.5	0	1243
PNPdb00408	6	1253
PNPdb01739	3	721
BGC0002342.6	0	159
BGC0002475.0	3	1254
BGC0001428.0	5	1066
NOR01056	10	881
NPA009939	7	1255
PNPdb01740	4	1214
PNPdb00410	4	1256
PNPdb01741	2	246
PNPdb01742	5	1257
NPA010924	9	1258
PNPdb00412	7	1259
PNPdb01743	4	1260
PNPdb01744	6	1261
NPA009937	4	1262
PNPdb00414	4	1263
PNPdb01745	4	1264
PNPdb00415	7	866
PNPdb00416	6	1265
NPA025190	2	1266
PNPdb00417	6	1267
PNPdb01748	5	726
NPA025191	2	1268
PNPdb00418	6	1269
PNPdb01749	6	1270
PNPdb00419	7	314
NPA022905	9	1271
BGC0001833.1	4	1272
NOR01062	10	1273
NPA008623	18	1274
NOR01063	10	881
NOR01064	10	881
NOR01065	10	881
BGC0001833.0	4	1272
NOR01066	10	881
NOR01067	10	881
NPA008620	9	1275
NPA025189	2	1276
NOR01058	10	1227
PNPdb01750	6	1277
PNPdb01751	6	1278
NPA025188	2	1268
PNPdb00421	7	1279
PNPdb01752	7	534
NPA008614	20	1280
PNPdb01753	6	761
PNPdb00423	5	1281
PNPdb01754	7	1282
NPA009947	14	1283
PNPdb00425	8	1284
PNPdb00426	8	1190
PNPdb01757	11	1285
BGC0002653.0	10	1286
NPA010931	7	327
PNPdb00427	7	976
PNPdb01758	9	1287
PNPdb00428	9	1288
PNPdb00429	9	1289
BGC0001152.0	6	1278
NPA020318	11	637
BGC0000145.0	0	159
NPA008676	7	1255
NPA022973	3	849
BGC0000398.0	10	230
NPA020314	8	1001
BGC0002092.5	11	276
BGC0000959.1	0	190
BGC0000959.0	0	190
NPA022972	3	849
NPA007345	2	1290
NPA022971	3	849
PNPdb01770	4	1291
BGC0002092.1	11	1292
PNPdb01760	11	1293
BGC0002092.2	11	1294
PNPdb00430	6	1295
PNPdb01761	14	1296
BGC0002092.3	11	276
PNPdb01762	9	914
BGC0002092.4	11	1297
PNPdb00432	9	1298
PNPdb01763	7	145
PNPdb01764	10	1245
PNPdb00434	9	1299
PNPdb01765	10	1300
NPA010987	8	1301
PNPdb00435	10	1302
BGC0002092.0	11	276
PNPdb00436	12	1303
NPA018002	3	673
PNPdb01768	4	1304
NPA019335	2	1305
BGC0003077.0	0	190
BGC0001668.0	0	159
NPA008689	2	1306
NPA007352	2	1307
PNPdb01780	7	1190
PNPdb00450	6	1308
PNPdb01781	6	850
PNPdb00440	5	749
PNPdb01771	3	1309
PNPdb00441	5	1310
PNPdb01772	4	1311
PNPdb00442	3	1312
PNPdb01773	2	1313
PNPdb00444	3	1314
PNPdb00445	4	1256
PNPdb01776	5	422
PNPdb00446	6	1315
PNPdb01777	6	1316
PNPdb00447	4	1317
PNPdb01778	5	1216
PNPdb01779	6	1318
PNPdb00449	7	866
BGC0000430.0	4	1319
BGC0000430.1	4	1319
NPA019309	3	877
NPA019307	5	1320
NOR01092	16	1321
NOR01093	16	1322
NOR01094	18	1323
NPA008655	2	1324
NPA008650	5	94
PNPdb01790	10	1325
NPA007324	5	1326
PNPdb00460	9	1327
PNPdb00461	9	1328
PNPdb01792	14	1329
PNPdb01782	8	1330
PNPdb00452	8	1331
PNPdb00453	6	264
NPA007316	12	1332
PNPdb01785	11	1333
PNPdb00455	7	498
PNPdb01786	9	1334
PNPdb00456	4	1335
PNPdb01787	8	1336
NPA008649	4	1337
PNPdb00457	7	327
PNPdb01788	7	1338
BGC0001953.2	9	1339
BGC0001953.0	9	1339
BGC0001953.1	9	1340
NPA019314	11	1341
BGC0002235.0	0	159
BGC0002235.1	0	159
BGC0001415.0	3	116
NPA007333	5	1342
NPA006001	10	1227
NPA006006	5	1343
PNPdb00470	2	1344
BGC0002235.2	0	1345
PNPdb00471	2	1346
PNPdb00472	5	735
PNPdb00462	9	1347
PNPdb01793	10	1348
NPA007329	6	1349
PNPdb00463	8	1350
PNPdb01794	9	1351
BGC0002368.0	1	1352
PNPdb00464	5	1353
PNPdb01796	3	1354
NPA008659	6	1355
PNPdb00467	6	836
PNPdb01799	3	1356
NPA010977	8	332
NPA010973	2	799
BGC0002368.1	0	441
NPA020238	5	1357
NPA020239	5	1358
NPA020235	21	1359
NPA020237	5	1360
PNPdb01690	7	1361
NPA021561	9	1362
PNPdb00360	11	1363
PNPdb00361	14	1364
PNPdb01692	9	1365
PNPdb01693	7	1366
BGC0000444.0	0	211
PNPdb00352	3	1367
NPA021571	6	1368
PNPdb00354	8	1369
PNPdb01685	5	420
NPA020240	5	1370
PNPdb01686	7	1371
PNPdb00356	11	1372
PNPdb01687	7	1373
PNPdb00357	11	1374
PNPdb00358	8	419
PNPdb01689	6	1375
PNPdb00359	9	1376
BGC0001726.1	0	159
BGC0001726.0	0	159
NPA019259	9	1377
NPA007278	9	1378
PNPdb00370	6	1379
NPA020220	13	1380
PNPdb00371	5	712
PNPdb00372	5	1381
PNPdb00373	2	1382
PNPdb00364	2	1383
PNPdb01695	10	1384
PNPdb00365	3	941
PNPdb01696	14	1385
PNPdb00366	4	1386
PNPdb01697	7	145
PNPdb00367	5	1387
PNPdb01698	10	1245
PNPdb00368	3	341
PNPdb01699	11	1388
NPA008572	8	1389
NPA020217	19	1390
NPA020218	19	1391
NPA020219	12	1392
NPA020212	3	1393
NPA021544	6	1394
NPA020213	3	1395
NPA021543	6	1396
NPA020214	3	1397
NPA007249	6	1398
NPA021540	7	1399
PNPdb00381	6	1400
PNPdb00382	6	1401
NPA020210	4	1402
NPA021542	7	1399
PNPdb00383	7	1403
NPA007246	2	1404
NPA020211	3	1393
NPA021541	7	1399
PNPdb00384	7	866
PNPdb00375	6	1405
PNPdb00377	5	1406
NPA019230	2	1407
PNPdb00378	4	1408
PNPdb00379	3	804
NPA010885	6	1409
NPA010883	3	1410
NPA019239	5	345
BGC0003076.0	0	159
NPA020209	3	1393
NPA019218	5	204
NPA020205	4	1411
NPA021537	5	1412
NPA021539	7	1399
BGC0002044.0	8	1413
NPA020201	4	1411
NPA020202	4	1414
NPA020203	4	1411
PNPdb00390	7	1415
NPA020204	4	1414
PNPdb00392	10	1416
PNPdb00394	11	1417
NPA020200	4	1414
PNPdb00385	3	804
PNPdb00386	6	1418
PNPdb00387	6	1419
PNPdb00388	6	1420
BGC0001330.6	4	1020
BGC0001330.5	4	1020
BGC0001330.4	4	1020
NPA019223	11	1421
BGC0001330.3	4	1020
BGC0001966.0	8	1422
NPA019224	19	1423
BGC0001330.2	4	1020
BGC0001330.1	4	1020
NPA019222	6	1424
BGC0001330.0	4	1020
NPA010894	17	1425
NPA010891	6	911
NPA020281	7	1426
PNPdb00396	8	1427
NPA020282	7	1428
PNPdb00397	12	1429
NPA020283	7	1426
PNPdb00398	10	1430
BGC0001058.0	8	1431
NPA020284	14	1432
PNPdb00399	14	1433
BGC0001570.0	4	1434
NPA021599	3	1435
NPA021598	3	1435
NPA020265	5	1436
NPA021597	4	1437
NPA020266	5	1436
BGC0000457.0	3	1438
NPA019285	6	1439
BGC0001178.0	7	1440
BGC0000982.0	1	1441
BGC0001846.1	8	1442
NPA020256	15	1443
NPA020258	10	1444
BGC0001846.0	12	1445
NPA020252	4	1446
NPA020253	4	1447
BGC0000311.0	9	1448
BGC0002057.0	0	1449
NPA020254	20	1450
NPA020255	20	1451
NPA019270	2	724
NPA019271	6	1452
NPA020260	13	1453
NPA020261	19	1454
BGC0001726.5	0	159
BGC0001726.4	0	159
BGC0001726.3	0	159
BGC0001726.2	0	159
NPA007293	10	1455
NPA020246	4	1456
NPA020247	4	1457
NPA007297	9	1458
NPA020248	5	1459
NPA021572	5	1460
BGC0001045.0	3	1461
NPA020250	6	1462
NPA020251	6	1463
NPA019264	7	327
BGC0002534.0	6	1464
NPA019267	8	1465
BGC0002534.1	6	1466
BGC0002534.2	5	1467
NPA015722	7	1468
BGC0001881.0	0	159
BGC0001116.0	7	1469
BGC0002605.0	1	1470
NPA003730	2	1471
BGC0002858.2	5	1472
BGC0002858.1	5	1473
BGC0002858.0	5	1474
NPA015712	8	933
BGC0002978.0	10	1475
BGC0002414.0	9	1476
BGC0002414.2	3	1002
BGC0001093.0	2	590
BGC0002414.1	9	1476
BGC0002414.3	6	1060
BGC0002582.1	0	1477
BGC0002582.0	0	190
BGC0001103.0	8	1478
BGC0000995.0	0	155
NPA020287	2	1479
BGC0003170.1	10	1480
BGC0003170.0	10	1480
NPA020290	9	1481
BGC0002271.0	0	159
BGC0000337.0	5	709
NPA015767	2	1482
NPA015769	5	1483
BGC0003148.1	5	1484
NPA003780	19	1485
BGC0003148.0	5	1486
NPA002451	10	136
NPA003781	18	1487
NPA003775	6	1488
NPA027753	6	1489
NPA001115	4	1490
NPA002448	18	1491
NPA014422	7	465
NPA014423	8	1492
NPA015755	10	1493
NPA015756	7	1494
NPA014426	20	1495
NPA002462	19	1496
NPA003792	15	1497
NPA002463	2	1498
NPA002459	2	1482
NPA014414	8	270
NPA014415	3	1499
NPA002422	9	1500
BGC0002832.0	16	1501
BGC0002164.0	0	1131
BGC0003028.0	0	159
NPA014406	2	1502
NPA001110	5	1503
NPA003763	2	1504
NPA001108	6	629
NPA014356	4	297
NOR01111	3	341
NPA002375	8	467
NPA027676	2	1505
NPA003697	20	1506
NOR01107	3	341
NOR01108	3	1507
NOR01109	3	341
NPA014360	7	314
BGC0001667.6	7	1508
NPA014363	8	1190
NPA013034	4	891
NPA014349	3	1509
BGC0001414.0	9	1510
NPA001050	3	1511
NPA028990	15	1512
NPA028991	15	1513
NPA026328	14	1514
NPA028992	15	1515
NPA028993	15	1516
NOR01113	3	848
NPA001047	4	1517
NOR01115	6	1398
NPA002379	7	1518
NPA028989	15	1519
NOR01117	6	1398
BGC0002881.1	4	1272
NPA015684	3	48
BGC0002881.0	4	1272
NPA014334	2	1520
NPA014338	3	1521
BGC0000397.0	5	489
NPA002354	5	1522
NPA027645	4	1523
NPA027644	3	1524
BGC0002093.0	0	190
NPA003675	5	353
NPA003678	6	1525
NPA002348	7	1526
NPA014341	3	1527
NPA015673	5	1528
NPA014343	4	1529
NPA015674	3	1530
BGC0001667.0	7	1156
BGC0001667.1	7	1531
NPA013012	8	1532
BGC0001667.4	6	1533
NPA014328	7	1534
NPA016989	6	1535
BGC0001667.2	7	1147
NPA014329	6	1536
BGC0001667.3	7	1537
NPA027639	4	891
NPA027638	6	1538
NPA027637	7	1539
NPA027636	7	1540
NPA027635	7	1541
NPA002365	4	1542
NPA027634	8	1543
NPA027633	7	1541
NPA027643	4	1523
NPA002355	11	120
NPA027642	4	1544
NPA027641	3	1524
NPA028966	4	1545
NPA027640	6	1546
NPA001028	6	1547
NPA016992	19	1548
BGC0001009.0	1	1549
NPA013003	10	1227
NPA013066	2	1550
BGC0000371.0	5	1551
NPA001087	25	1552
BGC0000371.1	4	1553
NPA025053	7	1554
NPA025054	7	1555
NPA025052	7	1556
NPA013058	7	866
PNPdb02909	6	1557
BGC0002521.2	12	1558
BGC0001129.0	6	1559
BGC0002521.0	12	1560
NPA009811	2	1561
NPA026369	3	1562
NPA009802	4	1563
NPA014390	2	1564
NPA026372	9	1565
PNPdb02900	9	1566
NPA026371	9	1567
NPA026370	2	1568
PNPdb02902	13	1569
PNPdb02904	3	1570
PNPdb02908	4	1214
PNPdb02907	5	1571
NPA013045	4	1572
NPA013043	17	1573
NPA013040	8	971
NPA002391	4	1272
NOR01130	10	1574
NPA025028	3	1575
NPA025029	2	1576
NPA001066	5	1577
NPA025026	3	1578
NPA025027	3	1579
NPA002389	4	1580
BGC0002606.0	1	1470
NOR01126	10	468
NOR01127	10	1581
NOR01128	10	1582
NOR01129	10	1583
PNPdb02911	6	1584
PNPdb02910	3	1585
BGC0000407.0	10	224
PNPdb02913	3	486
PNPdb02912	4	297
PNPdb02915	5	910
NPA014384	14	1586
PNPdb02914	6	1587
NPA013039	8	467
PNPdb02917	7	1588
PNPdb02916	5	1589
PNPdb02919	8	1590
PNPdb02918	6	1591
NPA013056	5	1592
NPA014368	2	1593
NPA001071	8	1594
NPA001073	6	1145
NOR01141	4	1041
NOR01142	7	1595
NOR01143	7	1596
BGC0000384.0	1	1597
NOR01134	4	1598
NOR01135	4	891
NPA025025	3	1599
PNPdb02921	7	1600
PNPdb02924	7	1601
PNPdb02923	7	1602
NPA014372	4	1603
PNPdb02926	10	1604
NPA014373	5	1605
PNPdb02925	9	71
PNPdb02928	10	224
BGC0001521.0	1	1606
PNPdb02927	10	1607
PNPdb02929	11	1608
NPA022813	5	1609
NPA022814	5	1610
NPA009841	6	1611
NPA008509	8	1612
NPA010826	6	1613
PNPdb01600	3	248
PNPdb02930	9	1614
PNPdb01601	5	980
PNPdb02935	6	1615
PNPdb01604	2	1616
PNPdb02934	2	1617
PNPdb02937	6	1618
PNPdb02939	5	1619
BGC0001952.0	9	1340
PNPdb02938	6	1620
BGC0001952.1	9	1339
PNPdb01609	6	1621
NPA008522	4	1622
NPA009853	9	1623
NPA008525	4	833
NPA008521	17	1624
NPA008519	7	1625
PNPdb02940	6	1626
NPA010835	7	1627
PNPdb01610	6	813
PNPdb02942	5	1628
NPA008516	4	1629
NPA010836	7	1630
PNPdb01611	3	1631
PNPdb02941	6	1632
BGC0001044.0	1	214
PNPdb01612	5	1633
PNPdb02944	6	1634
PNPdb01613	5	1635
PNPdb02943	4	1636
BGC0002654.0	9	1637
PNPdb01614	7	1638
PNPdb02946	6	1639
PNPdb01615	9	3
PNPdb01616	7	1640
PNPdb02948	6	1641
PNPdb01617	9	1642
PNPdb02947	6	1643
PNPdb01619	9	1644
PNPdb02949	2	1645
NPA013087	3	1646
BGC0000958.0	1	1647
PNPdb02951	4	1648
NPA010805	3	1649
PNPdb02950	8	1650
NPA009813	7	1120
PNPdb01621	9	1510
PNPdb02953	7	1651
NPA010803	7	314
PNPdb01622	10	227
PNPdb02952	8	783
PNPdb01623	10	1652
PNPdb02955	10	1653
PNPdb01624	7	145
PNPdb02954	7	1654
PNPdb01625	9	1655
PNPdb02957	9	1656
PNPdb01626	12	1657
PNPdb02956	5	1658
PNPdb02959	10	1659
PNPdb02958	9	1660
PNPdb01629	3	1213
BGC0002210.0	0	159
BGC0001297.0	6	1661
PNPdb02960	11	1092
NPA010815	5	712
PNPdb01630	5	1662
PNPdb02962	11	1663
PNPdb00300	6	1664
PNPdb02961	8	1427
PNPdb01632	4	1665
NPA010814	2	1666
PNPdb00302	8	866
PNPdb02963	9	1667
BGC0001297.2	4	990
PNPdb00303	2	1668
BGC0001297.1	6	869
PNPdb00304	6	1669
PNPdb01635	5	94
PNPdb00305	6	1670
PNPdb00306	8	1301
PNPdb01637	7	1671
PNPdb00307	8	1672
PNPdb00308	7	1673
PNPdb01639	7	1638
PNPdb02969	5	1674
PNPdb00309	5	1675
BGC0001427.0	5	1066
BGC0002476.0	6	1676
NPA019207	8	971
NPA022859	2	1677
NPA007226	6	1678
PNPdb02980	4	1679
PNPdb02971	5	1680
PNPdb01640	7	1681
PNPdb02970	4	1682
PNPdb00310	7	1683
PNPdb01641	7	1640
PNPdb02973	2	1684
PNPdb02975	5	1685
BGC0001031.0	0	159
PNPdb00313	6	878
PNPdb01644	7	1686
PNPdb00314	9	1687
PNPdb02977	5	1688
NPA010867	9	1328
PNPdb00315	8	1689
PNPdb01646	10	1690
PNPdb02976	6	1691
PNPdb01647	10	1692
PNPdb02979	5	1693
PNPdb01648	7	1694
PNPdb02978	5	1695
PNPdb01649	11	1696
PNPdb00319	9	1697
BGC0000442.0	0	159
NPA009890	6	1698
NPA022849	8	1699
NPA022846	8	1700
NPA022845	8	1701
NPA022848	8	1702
NPA022847	8	1703
NPA022842	5	1704
NPA022841	5	1705
NPA008568	2	1706
NPA022844	8	1700
NPA022843	6	867
PNPdb01660	2	1707
PNPdb02990	9	1708
PNPdb01650	9	1655
PNPdb02982	6	1709
PNPdb01651	12	1710
PNPdb02981	6	1711
PNPdb00321	11	1712
PNPdb01652	8	950
PNPdb02984	7	1713
PNPdb00322	14	1714
PNPdb01653	6	1715
PNPdb02983	6	1716
PNPdb00323	10	1717
PNPdb01654	3	1718
PNPdb02986	5	1719
PNPdb00324	2	1720
PNPdb01655	3	1721
PNPdb02985	3	1159
PNPdb00325	3	1722
PNPdb02988	2	643
PNPdb00326	3	1723
PNPdb01657	5	1724
PNPdb02987	9	1725
NPA010875	5	1726
PNPdb00327	4	1727
PNPdb01659	3	812
PNPdb02989	7	1728
NPA010873	15	1729
PNPdb00329	5	1730
NPA010871	9	1731
NPA019206	10	1607
NPA021508	2	1086
NPA022838	4	1732
NPA022835	9	1733
NPA022837	8	1734
NPA022836	9	1735
NPA022831	8	1736
NPA022830	8	1737
NPA022833	8	1738
NPA022832	8	1739
PNPdb01670	11	1740
PNPdb00340	6	1741
PNPdb00330	2	1038
PNPdb02993	10	1742
PNPdb00331	4	1743
PNPdb01662	7	1744
PNPdb02992	11	566
PNPdb00332	4	1745
PNPdb01663	9	1746
PNPdb02995	10	1051
PNPdb00333	4	1747
PNPdb02994	12	1748
PNPdb00334	2	1749
PNPdb01665	8	1532
PNPdb02997	10	1750
NPA009858	4	562
PNPdb00335	6	1751
PNPdb01666	9	1752
PNPdb02996	8	1427
PNPdb00336	6	117
PNPdb01667	12	1753
NPA010845	9	1754
PNPdb00337	7	1755
PNPdb02998	11	1756
PNPdb00338	6	1757
PNPdb01669	8	1758
NPA010843	5	1759
PNPdb00339	8	1760
NPA010840	2	1761
NPA022828	8	1762
NPA022827	8	1763
NPA022829	8	1764
NPA022824	8	1765
NPA022826	8	1766
NPA022825	8	1767
NPA009875	9	914
NPA022822	4	1434
NPA008541	6	1768
PNPdb00350	9	1769
PNPdb01681	3	1530
PNPdb00351	8	635
PNPdb00341	9	1770
PNPdb00342	7	972
PNPdb01673	10	1771
PNPdb00343	8	1772
PNPdb01674	6	1773
PNPdb00344	6	1774
PNPdb01675	7	145
PNPdb00345	6	1775
PNPdb01676	12	1776
NPA008538	5	1777
PNPdb01677	13	1778
PNPdb01678	12	1779
PNPdb00348	7	1780
PNPdb01679	20	1781
PNPdb00349	7	327
NPA020117	11	1782
NPA021449	9	1783
NPA021448	8	419
BGC0001738.2	1	1784
BGC0001738.1	1	1784
NPA022776	8	1785
NPA021444	15	1786
NPA022775	9	1787
NPA020115	11	1788
NPA021447	7	1789
NPA008475	5	1343
NPA021440	10	1790
PNPdb01570	3	1791
NPA021443	15	1792
NPA022774	9	1793
PNPdb00240	10	1794
PNPdb01571	4	1795
NPA022773	9	1796
PNPdb00241	34	1797
PNPdb01572	3	1798
PNPdb00231	7	1799
PNPdb01562	5	358
PNPdb02894	4	1800
PNPdb01563	5	1801
PNPdb02893	6	1802
NPA021450	8	419
PNPdb01564	13	1803
PNPdb02896	8	1804
PNPdb00234	9	1805
PNPdb01565	12	1806
PNPdb02895	3	1807
PNPdb00235	11	1808
PNPdb01566	9	1809
PNPdb02898	6	1810
PNPdb00236	8	1811
PNPdb01567	8	1812
PNPdb02897	7	1813
PNPdb01568	8	950
PNPdb00238	13	1814
PNPdb01569	14	1815
PNPdb02899	10	1816
PNPdb00239	12	1817
BGC0001342.1	0	1818
BGC0001342.0	0	1818
NPA021439	10	1819
PNPdb01580	4	1820
PNPdb00250	2	1821
PNPdb01581	4	1822
PNPdb00251	3	1823
PNPdb00252	4	1824
PNPdb01583	7	1638
PNPdb01573	3	1825
PNPdb00243	2	1826
PNPdb00244	3	201
PNPdb01575	5	1221
PNPdb00245	3	1827
NPA019120	12	1828
PNPdb00247	6	1829
PNPdb01578	6	1830
PNPdb00249	4	1831
BGC0001738.0	0	159
NPA010799	3	1832
BGC0000336.0	13	685
NPA007120	11	1833
NPA008457	4	1834
NPA009788	6	510
NPA007121	8	103
NPA008452	6	33
PNPdb00260	5	1835
PNPdb01591	9	1655
BGC0001462.0	11	1836
PNPdb00261	3	1837
PNPdb01592	12	1838
NPA009785	6	1839
NPA009786	3	1840
PNPdb00263	7	1841
PNPdb00253	5	709
PNPdb01584	6	1194
PNPdb00254	4	1842
PNPdb01585	8	1843
PNPdb01586	9	1844
PNPdb00256	2	1845
PNPdb01587	9	1846
PNPdb00257	4	1847
