ID	Name	SMILES	Origin	InChiKey	Source	Alternative IDs
BGC0000435.4	syringafactin E	CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)O	Pseudomonas syringae pv. tomato str. DC3000	YAQRIRLOHOPYRB-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000435.5	syringafactin F	CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)CC)C(C)O	Pseudomonas syringae pv. tomato str. DC3000	SMWODABTROSZLO-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000436.0	syringolin A	CC(C)C(NC(=O)NC(C(C)C)C(=O)NC1\C=C/CCNC(=O)\C=C/C(NC1=O)C(C)C)C(O)=O	Rhizobium sp. AP16	RUWSLQOIGKYPEZ-MNAJIYKBSA-N	MIBiG4.0rc1	
BGC0000437.0	syringomycin	CCCCCCCCC[C@@H](CC(=O)N[C@H]1COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)/C(=C/C)/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CO)CCN)CCN)CCCN=C(N)N)CC2=CC=CC=C2)[C@@H](C(=O)O)O)[C@@H](CCl)O)O	Pseudomonas syringae pv. syringae B728a	ZQVJBRJGDVZANE-MXDMHAPNSA-N	MIBiG4.0rc1	
BGC0000438.0	syringopeptin 25A	CCCCCCCC(CC(=N/C(=C\C)/C(=O)N1CCC[C@H]1C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](CC(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\C)/C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\C)/C(=N[C@H]2C(OC(=O)[C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C2O)CO)O)C)O)C(C)C)O)C)O)CCN)O)CCN)O)CC3=CC=C(C=C3)O)C)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O	Pseudomonas syringae pv. syringae; Pseudomonas syringae pv. syringae; Pseudomonas syringae pv. atrofaciens	UMIOOXCZNZIVGY-KALDKNCFSA-N	MIBiG4.0rc1; Norine	NOR00352
BGC0000439.0	taromycin A	O=C(N[C@H](C(N[C@@H](C(N[C@@H](CC(O)=O)C(N[C@H](C(NCC(N[C@H](C(N[C@@H](CC(O)=O)C(N[C@H](C)C(N[C@H](C(NCC(N[C@@H](C(N[C@H](C(N[C@H]1CC(C2=CC=C(Cl)C=C2N)=O)=O)[C@H](C)CC(O)=O)=O)C)=O)=O)CC(O)=O)=O)=O)=O)CCCN)=O)=O)[C@@H](C)OC1=O)=O)=O)CC(N)=O)=O)CC3=CNC4=C3C=CC(Cl)=C4)/C=C/C=C/CCC	Saccharomonospora sp. CNQ490	SDWVVLSMGFBQOZ-WLQCZBCJSA-N	MIBiG4.0rc1	
BGC0000440.0	Teicoplanin A2-1	CCCCC/C=C\CCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=CC(=CC(=C7C8=C(C=CC(=C8)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9C1=CC(=CC(=C1)O)OC1=C(C=CC(=C1)[C@H](C(=O)N[C@H](CC1=CC(=C(O3)C=C1)Cl)C(=O)N9)N)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O	Actinoplanes teichomyceticus	YMWQIYMUNZBOOV-CFYXQOLXSA-N	MIBiG4.0rc1; NPAtlas	NPA013039
BGC0000440.1	Teicoplanin A2-2	CC(C)CCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=CC(=CC(=C7C8=C(C=CC(=C8)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9C1=CC(=CC(=C1)O)OC1=C(C=CC(=C1)[C@H](C(=O)N[C@H](CC1=CC(=C(O3)C=C1)Cl)C(=O)N9)N)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O	Actinoplanes teichomyceticus	GHOXVFYORXUCPY-PKMGYIMSSA-N	MIBiG4.0rc1; NPAtlas	NPA003670
BGC0000440.2	Teicoplanin A2-3	CCCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=CC(=CC(=C7C8=C(C=CC(=C8)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9C1=CC(=CC(=C1)O)OC1=C(C=CC(=C1)[C@H](C(=O)N[C@H](CC1=CC(=C(O3)C=C1)Cl)C(=O)N9)N)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O	Actinoplanes teichomyceticus	BJNLLBUOHPVGFT-PKMGYIMSSA-N	MIBiG4.0rc1	
BGC0000440.3	Teicoplanin A2-4	CCC(C)CCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=CC(=CC(=C7C8=C(C=CC(=C8)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9C1=CC(=CC(=C1)O)OC1=C(C=CC(=C1)[C@H](C(=O)N[C@H](CC1=CC(=C(O3)C=C1)Cl)C(=O)N9)N)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O	Actinoplanes teichomyceticus	KSPOYQQCANXEDC-WNTLLCOUSA-N	MIBiG4.0rc1; NPAtlas	NPA019029
BGC0000440.4	Teicoplanin A2-5	CC(C)CCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@H](C7=CC(=CC(=C7C8=C(C=CC(=C8)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9C1=CC(=CC(=C1)O)OC1=C(C=CC(=C1)[C@@H](C(=O)N[C@H](CC1=CC(=C(O3)C=C1)Cl)C(=O)N9)N)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O	Actinoplanes teichomyceticus	FHBQKTSCJKPYIO-OXIGXJDJSA-N	MIBiG4.0rc1; NPAtlas	NPA020143
BGC0000441.0	teicoplanin	C1[C@@H]2C(=O)N[C@@H](C3=CC(=CC(=C3)O)OC4=C(C=CC(=C4)[C@H](C(=O)N2)N)O)C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)[C@H]([C@H]8C(=O)NC(C9=CC(=CC(=C9C2=C(C=CC(=C2)[C@H](C(=O)N8)NC5=O)O)O)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl	Actinoplanes teichomyceticus	DKVBOUDTNWVDEP-OIBGNKEOSA-N	MIBiG4.0rc1	
BGC0000442.0	terrequinone A	CC(C)=CCC1=C(C2=CNC3=C2C=CC=C3)C(=O)C(O)=C(C2=C(NC3=C2C=CC=C3)C(C)(C)C=C)C1=O	Aspergillus nidulans FGSC A4	HBMHEGGZNWXZRA-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000443.0	thanamycin	CCCCCCCCCCCCC(C(CC(=O)NC1COC(=O)C(NC(=O)C(NC(=O)/C(=C\C)/NC(=O)C(CC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)(CCCN)O)CC(=O)O)CCO)CC2=C3C=CNC3=CC=C2)C(C)O)C(C(=O)O)O)C(CCl)O)O)O	Pseudomonas sp. SHC52	SQDCBBWHYFBJCF-FQAFZQKHSA-N	MIBiG4.0rc1	
BGC0000444.0	thaxtomin A; Thaxtomine A	[H][C@@]1(CC2=CNC3=CC=CC(=C23)N(=O)=O)N(C)C(=O)[C@](O)(CC2=CC=CC(O)=C2)N(C)C1=O	Streptomyces turgidiscabies Car8; Streptomyces scabiei 87.22; Streptomyces; Streptomyces turgidiscabies	QRDNJYNIEGRRKV-PGRDOPGGSA-N	MIBiG4.0rc1; Norine	BGC0002089.1; NOR01927
BGC0000445.0	thiocoraline	CSCC1N(C)C(=O)C2CSSCC(N(C)C(=O)CNC(=O)C(CSC1=O)NC(=O)C1=NC3=CC=CC=C3C=C1O)C(=O)N(C)C(CSC)C(=O)SCC(NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)NCC(=O)N2C	Micromonospora sp. ML1	UPGGKUQISSWRJJ-UHFFFAOYSA-N	MIBiG4.0rc1; Norine	NOR01365
BGC0000446.0	tilivalline	C1C[C@H]2[C@@H](NC3=C(C=CC=C3O)C(=O)N2C1)C4=CNC5=CC=CC=C54	Klebsiella oxytoca	AJZNARCWDDMOPL-WMZOPIPTSA-N	MIBiG4.0rc1	BGC0001805.0
BGC0000446.1	9-deoxy tilivalline	O=C1C2=C(C=CC=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1CCC5	Klebsiella oxytoca	CAWZYUQNVABYFN-OALUTQOASA-N	MIBiG4.0rc1	
BGC0000446.2	dihydroxy tilivalline	O=C1C2=C(C(O)=CC(O)=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1CCC5	Klebsiella oxytoca	IMNRJRPWAJLJKF-WMZOPIPTSA-N	MIBiG4.0rc1	
BGC0000446.3	dehydro tilivalline	O=C1C2=C(C(O)=CC=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1C=CC5	Klebsiella oxytoca	LPMXORSOJRRADU-WMZOPIPTSA-N	MIBiG4.0rc1	
BGC0000446.4	dihydroxy-dehydro tilivalline	O=C1C2=C(C(O)=CC(O)=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1C=CC5	Klebsiella oxytoca	SUWJFXOVRICCHZ-WMZOPIPTSA-N	MIBiG4.0rc1	
BGC0000447.0	tolaasin I	CCCCCC(CC(=O)N/C(=C\C)/C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N/C(=C\C)/C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)CCO)CCN)CCCCN)C)O	Pseudomonas costantinii	PQXDAQPDGVWOTE-WAQCLICHSA-N	MIBiG4.0rc1	
BGC0000447.1	tolaasin F	O=C(N[C@@H](C(N[C@@H](CC(C)C)C(N[C@H](C(N1)=O)CCO)=O)=O)[C@@H](C)OC([C@H](CCCCN)NC([C@H]1CCN)=O)=O)/C(NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@@H](C(C)C)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@H]2N(C(/C(NC(CC(CCCCC)O)=O)=C/C)=O)CCC2)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C/C	Pseudomonas costantinii	GNSYIOGOBDUEMK-HGHFYUPGSA-N	MIBiG4.0rc1	
BGC0000448.0	tomaymycin	COC1NC2=C(C=C(OC)C(O)=C2)C(=O)N2CC(CC12)=CC	Streptomyces achromogenes	UQVNRKBFAXNOGA-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000450.0	triostin A	CC(C)C1N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)NC(C)C(=O)N2C	Streptomyces triostinicus; Streptomyces sp.; Streptomyces echinatus; Streptomyces	GULVULFEAVZHHC-UHFFFAOYSA-N	MIBiG4.0rc1; Norine	NOR01129; NOR01924
BGC0000452.0	tyrocidine	CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6	Brevibacillus brevis NBRC 100599	GSXRBRIWJGAPDU-BBVRJQLQSA-N	MIBiG4.0rc1	
BGC0000453.0	valinomycin	CC(C)[C@@H]1NC(=O)C(C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C	Streptomyces tsusimaensis; Rothia nasimurium	FCFNRCROJUBPLU-ZJUJSLGGSA-N	MIBiG4.0rc1	BGC0001341.0
BGC0000454.0	vanchrobactin	NC(=N)NCCC[C@@H](NC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CO)C(O)=O	Vibrio anguillarum RV22; Vibrio campbellii	LXNCWECCTQQXPQ-ZJUUUORDSA-N	MIBiG4.0rc1	BGC0002415.0
BGC0000455.0	vancomycin	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O	Amycolatopsis orientalis HCCB10007 (ATCC43491); Nocardia orientalis	MYPYJXKWCTUITO-LYRMYLQWSA-N	MIBiG4.0rc1; Norine	NOR00681
BGC0000456.0	verlamelin	CCCCCCCCCC1CCCC(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C(C)C)CC3=CC=CC=C3O)CCC(=O)N)C)C(C)O	Lecanicillium sp. HF627	GKEPDKSOCWEGIT-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000457.0	vicibactin	C[C@@H]1CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O[C@H](C)CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O[C@H](C)CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O1	Rhizobium etli CFN 42	NEZSNYPOAQRZDV-ZXXBMJRBSA-N	MIBiG4.0rc1	
BGC0000459.0	griseoviridin	[H][C@@]12CS\C(=C/C[C@@H](C)OC1=O)C(=O)NC\C=C\C=C\[C@@H](O)C[C@H](O)CC1=NC(=CO1)C(=O)N2	Streptomyces griseoviridis	UXWOXTQWVMFRSE-PUXWVVMRSA-N	MIBiG4.0rc1	
BGC0000459.1	fijimycin A	[H][C@]12C[C@@H](O)CN1C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@H](N(C)C(=O)[C@H](C)NC(=O)[C@H](C(C)C(C)C)N(C)C(=O)CN(C)C2=O)C1=CC=CC=C1	Streptomyces griseoviridis	SATIISJKSAELDC-AHJOMIGRSA-N	MIBiG4.0rc1	
BGC0000460.0	vulnibactin	CC1OC(=NC1C(=O)NCCCN(CCCNC(=O)C1=CC=CC(O)=C1O)C(=O)C1N=C(OC1C)C1=CC=CC=C1O)C1=CC=CC=C1O	Vibrio vulnificus CMCP6	CYQRDZPBFHTFJZ-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000461.0	WAP-8294A2	CC(C)CCCC1CC(=O)NC(CO)C(=O)NC(C(O)C(N)=O)C(=O)NC(CO)C(=O)NCC(=O)N(C)C(CC2=CC=CC=C2)C(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(CCC(O)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCN)C(=O)N(C)C(C(C)C)C(=O)O1	Lysobacter enzymogenes	LEKBQPKGXGFBAN-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000462.0	viscosin	CCCCCCCC(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]1C(C)OC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC1=O)C(C)C)[C@@H](C)CC	Pseudomonas putida; Pseudomonas fluorescens SBW25	QYEWAEAWMXRMHB-RDGUDDKTSA-N	MIBiG4.0rc1	BGC0001312.0
BGC0000463.0	xantholysin A	CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(CC)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O	Pseudomonas putida	CNAFSPBMMDALIS-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000463.1	xantholysin B	CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(C)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O	Pseudomonas putida	UBFQXDNOBHOEFV-UHFFFAOYSA-N	MIBiG4.0rc1; Norine	NOR01596
BGC0000463.2	xantholysin C	OC(CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(CC)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)C/C=C\CCCCCC	Pseudomonas putida	YBURQIMZBFFKPD-IZHYLOQSSA-N	MIBiG4.0rc1	
BGC0000464.0	xenoamicin A	O=C(N[C@H](C(N[C@H](C(C)C)C(N[C@@H](C(C)C)C(N[C@H](C)C(NCCC1=O)=O)=O)=O)=O)C(C)C)[C@@H]([C@H](OC([C@@H](NC([C@@H]2N1CCC2)=O)C(C)C)=O)C)NC([C@H]([C@H](C)CC)NC([C@@H](CC(C)C)NC([C@H](C(C)C)NC([C@@H](C)NC([C@H]3N(C(CCC)=O)CCC3)=O)=O)=O)=O)=O	Xenorhabdus doucetiae	JQWFRQJTZVLPIQ-HSIBCVILSA-N	MIBiG4.0rc1	
BGC0000464.1	xenoamicin B	O=C(N[C@H](C(N[C@H]([C@H](C)CC)C(N[C@@H](C(C)C)C(N[C@H](C)C(NCCC1=O)=O)=O)=O)=O)C(C)C)[C@@H]([C@H](OC([C@@H](NC([C@@H]2N1CCC2)=O)C(C)C)=O)C)NC([C@H]([C@H](C)CC)NC([C@@H](CC(C)C)NC([C@H](C(C)C)NC([C@@H](C)NC([C@H]3N(C(CCC)=O)CCC3)=O)=O)=O)=O)=O	Xenorhabdus doucetiae	RCNSZSLZDQBOEM-YXEJCLQBSA-N	MIBiG4.0rc1	
BGC0000465.0	xenortide A	CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CC=CC=C1	Xenorhabdus nematophila ATCC 19061	UAFFXYUNGBKFSK-GOTSBHOMSA-N	MIBiG4.0rc1	
BGC0000465.1	xenortide B	CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=C1C=CC=C2	Xenorhabdus nematophila ATCC 19061	SOIIKURIVIWMKK-DQEYMECFSA-N	MIBiG4.0rc1	
BGC0000465.2	xenortide C	CN[C@@H](C(C)C)C(N([C@H](C(NCCC1=CC=CC=C1)=O)CC2=CC=CC=C2)C)=O	Xenorhabdus nematophila ATCC 19061	MXXFZXJSHIUFOL-VXKWHMMOSA-N	MIBiG4.0rc1	
BGC0000465.3	xenortide D	CN[C@@H](C(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=CC=CC=C12	Xenorhabdus nematophila ATCC 19061	JWACXIROMWTVRE-ZEQRLZLVSA-N	MIBiG4.0rc1	
BGC0000466.0	yatakemycin	COC1=CC2=C(NC(=C2)C(=O)N2CC3CC33C4=C(NC(=C4)C(=O)N4CCC5=C6C=C(NC6=C(OC)C(O)=C45)SC(C)=O)C(=O)C=C23)C=C1O	Streptomyces sp. TP-A2060	CJTUMLYXLYEBOO-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000467.0	yersiniabactin	CC(C)(C(O)C1CSC(N1)C1CSC(=N1)C1=CC=CC=C1O)C1=NC(C)(CS1)C(O)=O	Yersinia enterocolitica; Pseudomonas syringae pv. tomato str. DC3000	JHYVWAMMAMCUIR-UHFFFAOYSA-N	MIBiG4.0rc1	BGC0002570.0
BGC0000816.0	malbrancheamide A	CC1(C)[C@@H]2C[C@]34CCCN3C[C@@]2(CC2=C1NC1=CC(Cl)=CC=C21)NC4=O	Malbranchea aurantiaca	DXPVAKSJZFQGSS-DQLDELGASA-N	MIBiG4.0rc1	
BGC0000818.0	notoamide A	CC1(C)[C@@H]2C[C@]34CCCN3C(=O)[C@@]2(C[C@@]11C(=O)N(O)C2=C1C=CC1=C2C=CC(C)(C)O1)NC4=O	Aspergillus versicolor; Aspergillus sp. MF297-2	KGCIBVDLLPYXFL-OFVWMMNVSA-N	MIBiG4.0rc1	BGC0001084.0
BGC0000819.0	paraherquamide	CN1C(=O)[C@]23C[C@H]4C(C)(C)[C@@]5(C[C@]14CN2CC[C@@]3(C)O)C(=O)NC1=C2OC=CC(C)(C)OC2=CC=C51	Penicillium fellutanum	UVZZDDLIOJPDKX-ITKQZBBDSA-N	MIBiG4.0rc1	
BGC0000893.0	chloramphenicol	OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O	Streptomyces venezuelae ATCC 10712	WIIZWVCIJKGZOK-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000921.0	promysalin	O=C(OC(CCCCCC(O)C(N)=O)CCCCCC)C(CC=C1)N1C(C2=C(O)C=CC=C2)=O	Pseudomonas putida	HDPPSWUQDQXSJU-UHFFFAOYSA-N	MIBiG4.0rc1	
BGC0000949.0	A-500359 A	O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(N[C@H](C)CCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O	Streptomyces griseus	RVEJXOKUHHMFKS-BPJITGRLSA-N	MIBiG4.0rc1	
BGC0000949.1	A-500359 B	O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(NCCCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O	Streptomyces griseus	BISOEENGZHMDEO-RLXIHFJVSA-N	MIBiG4.0rc1	
BGC0000950.0	napsamycin A	CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4CN3)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O	Streptomyces sp. DSM 5940	XWORGFMCZJWEQG-XHPQRKPJSA-N	MIBiG4.0rc1	
BGC0000950.1	napsamycin B	CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4C(N3)C)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O	Streptomyces sp. DSM 5940	UTIFRWPUJPPZEZ-XHPQRKPJSA-N	MIBiG4.0rc1	
BGC0000950.2	napsamycin C	CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2CN1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O	Streptomyces sp. DSM 5940	MFEPAAMYDYMBSN-XHPQRKPJSA-N	MIBiG4.0rc1	
BGC0000950.3	napsamycin D	CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2C(C)N1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O	Streptomyces sp. DSM 5940	AZGANZVUWUCOGH-XHPQRKPJSA-N	MIBiG4.0rc1	
BGC0000950.4	mureidomycin A	CC([C@H](C(=O)NC=C1CC(C(O1)N2C=CC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N	Streptomyces sp. DSM 5940	LLINEOOFHRQODR-FGUWICBVSA-N	MIBiG4.0rc1	
