ID	Name	SMILES	Origin	InChiKey	Source
NOR00411	apramide G	C[C@H](CCCCC#C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1CCC[C@H]1C2=NC=CS2	Lyngbya majuscula	HAXFUPMEEWESKW-DGELVMTCSA-N	Norine
NOR00415	cyclonellin	CC(O)C3NC(=O)C(Cc1ccc(O)cc1)NC(=O)C5CCCN5(C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCN=C(N)N)NC(=O)C4CCCN4(C(=O)C(CC(N)=O)NC(=O)C(C)NC3(=O)))	Axinella carteri	QJCLMDOTVMDUCX-UHFFFAOYSA-N	Norine
NOR00416	neamphamide A	COC(c1ccc(O)cc1)C2NC(=O)C(CCC(N)=O)N(C)C(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(O)C(O)C(CCCN=C(N)N)NC(=O)C(CC(N)=O)NC(=O)C(C)C(O)C(C)CC(C)C)C(C)C(C)C(N)=O)C(C)OC(=O)C3CCCCN3(C(=O)C(CC(N)=O)NC2(=O)))C(C)O	Neamphius huxleyi	MFLVVHMXLFFREB-UHFFFAOYSA-N	Norine
NOR00417	callipeltin A	COC(c1ccc(O)cc1)C2NC(=O)C(CCC(N)=O)N(C)C(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(O)C(O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)C(O)C(C)CC(C)C)C(C)C(C)C(N)=O)C(C)OC(=O)C(C)N(C)C2(=O))C(C)O	Callipelta sp.;Latrunculia sp.	UDTRUOCOOZKCCT-UHFFFAOYSA-N	Norine
NOR00418	callipeltin B	COC(c1ccc(O)cc1)C3NC(=O)C(CCC(N)=O)N(C)C(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(NC(=O)C2NC(=O)C(C)C2(C))C(C)OC(=O)C(C)N(C)C3(=O))C(C)O	Callipelta sp.;Latrunculia sp.	LDVDYMWYVBJGBO-UHFFFAOYSA-N	Norine
NOR00419	callipeltin C	C[C@H](CC(C)C)[C@H]([C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)[C@H]([C@H](C(=O)N[C@@H]([C@@H](C)[C@@H](C)C(=O)N)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CCC(=O)N)C(=O)N[C@H]([C@@H](C1=CC=C(C=C1)O)OC)C(=O)N(C)[C@@H](C)C(=O)O)O)O)O	Callipelta sp.;Latrunculia sp.	OOUGOQQGAZDXOJ-JCNZIVOJSA-N	Norine
NOR00420	callipeltin D	C[C@H](CC(C)C)[C@H]([C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)[C@H]([C@H](C(=O)N[C@@H]([C@@H](C)[C@@H](C)C(=O)N)C(=O)N[C@H]([C@@H](C)O)C(=O)O)O)O)O	Latrunculia sp.	ZDVBABSINQBQOK-HGMLSHDKSA-N	Norine
NOR00421	callipeltin E	C[C@H]([C@@H](C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CCC(=O)N)C(=O)NC(C(C1=CC=C(C=C1)O)OC)C(=O)N(C)[C@@H](C)C(=O)O)N)O	Latrunculia sp.	HMKJSCZHNVYMQS-HSKSKNSTSA-N	Norine
NOR00422	papuamide A	CCC(C)/C=C(\C)/C=C\C(C(C)(C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@H](C)N)C(=O)N[C@@H]([C@@H](C)[C@@H](C)C(=O)N)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H]2CCCCN2C(=O)C(NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC1=O)COC)C)C)[C@@H](C)O)C(C3=CC=C(C=C3)O)OC)C(C)C)O)O	Theonella sp.	MKAKHXFSEWECNW-MGGNZISXSA-N	Norine
NOR00423	papuamide B	CCC(C)/C=C(\C)/C=C\C(C(C)(C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@H](C)N)C(=O)N[C@@H]([C@@H](C)[C@@H](C)C(=O)N)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H]2CCCCN2C(=O)C(NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC1=O)COC)C)[C@@H](C)O)C(C3=CC=C(C=C3)O)OC)C(C)C)O)O	Theonella sp.	HQVFHDUBRNXXHV-YDLOXJEOSA-N	Norine
NOR00424	papuamide C	CCC(C)/C=C(\C)/C=C\C(C(C)(C(=O)NCC(=O)N[C@H]([C@H](C)O)C(=O)N/C(=C\C)/C(=O)N[C@@H]([C@@H](C)[C@@H](C)C(=O)N)C(=O)N[C@@H]1C(OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC1=O)COC)C)C)[C@H](C)O)C(OC)C3=CC(=C(C=C3)O))C(C)C)O)O	Theonella sp.	HIQBTKWUFNGQFJ-QNZVWJRBSA-N	Norine
NOR00425	papuamide D	CCC(C)/C=C(\C)/C=C\C(C(C)(C(=O)NCC(=O)N[C@H]([C@H](C)O)C(=O)N/C(=C\C)/C(=O)N[C@@H]([C@@H](C)[C@@H](C)C(=O)N)C(=O)N[C@@H]1C(OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC1=O)COC)C)[C@H](C)O)C(OC)C3=CC(=C(C=C3)O))C(C)C)O)O	Theonella sp.	JHMVDIYMGNHGMP-WRWPSLDTSA-N	Norine
NOR00427	aurilide	CCC=C(C)C1OC(=O)C(C)N(C)C(=O)C(NC(=O)CN(C)C(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(OC(=O)C(C)=CCC(O)C1(C))C(C)CC)C(C)C)C(C)C	Dolabella auricularia	XCPGQUJQUPDEFX-UHFFFAOYSA-N	Norine
NOR00428	aurilide B	CCC=C(C)C1OC(=O)C(C)N(C)C(=O)C(NC(=O)CN(C)C(=O)C(C(C)CC)N(C)C(=O)C(NC(=O)C(OC(=O)C(C)=CCC(O)C1(C))C(C)CC)C(C)C)C(C)C	Lyngbya majuscula	LRWWIPZJXHBJSP-UHFFFAOYSA-N	Norine
NOR00429	aurilide C	CCC=C(C)C1OC(=O)C(C)N(C)C(=O)C(NC(=O)CN(C)C(=O)C(C(C)CC)N(C)C(=O)C(NC(=O)C(OC(=O)C(C)=CCC(O)C1(C))C(C)C)C(C)C)C(C)C	Lyngbya majuscula	BCIDYWRVGQFMIS-UHFFFAOYSA-N	Norine
NOR00430	onchidin	C[C@@H]1[C@H](NC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@H](OC(=O)[C@H](N(C(=O)[C@H]([C@@H](NC(=O)C(NC(=O)[C@H](OC(=O)[C@H](OC(=O)[C@H](N(C1=O)C)C(C)C)C(C)C)C(C)C)C(C)C)CCCC#C)C)C)C(C)C)C(C)C)C(C)C)C(C)C)CCCC#C	Onchidium sp.	BJRTZUAZAFIISW-WHCQMJJISA-N	Norine
NOR00431	onchidin B	CC[C@H](C)[C@H]1C(=O)N2CCC[C@@H]2C(=O)O[C@@H]([C@H](C(=O)N([C@@H](C(=O)O[C@H](C(=O)O[C@H](C(=O)N3CCC[C@H]3C(=O)O[C@@H]([C@H](C(=O)N([C@@H](C(=O)O[C@H](C(=O)O1)C(C)C)C(C)C)C)C)CCCC#C)[C@@H](C)CC)C(C)C)C(C)C)C)C)CCCC#C	Onchidium sp.	HEZRLDHSOUHALP-AUAGDZCASA-N	Norine
NOR00432	carmabin A	C#CCCCCC(C)CC(C)C(=O)N(C)C(Cc1ccccc1)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccc(cc2)OC)C(N)=O	Lyngbya majuscula	BRWIYXLUWTZWGU-UHFFFAOYSA-N	Norine
NOR00434	guineamide A	CCC3NC(=O)c1csc(n1)C(C)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N(C)C(=O)C(C)OC(=O)C3(C)	Lyngbya majuscula	GPTJWGYTFCSLIR-UHFFFAOYSA-N	Norine
NOR00435	guineamide B	CC(C)C3OC(=O)C(C)C(C)NC(=O)c1csc(n1)C(C)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N(C)C3(=O)	Lyngbya majuscula	HCDWKPJRUMSHJR-UHFFFAOYSA-N	Norine
NOR00436	guineamide C	C#CCCCC2NC(=O)C(C)N(C)C(=O)C(NC(=O)C(Cc1ccc(cc1)OC)N(C)C(=O)C(OC(=O)C2(C))C(C)CC)C(C)C	Lyngbya majuscula	LTQSSFDXKQDYDB-UHFFFAOYSA-N	Norine
NOR00437	guineamide D	CCCC1C(C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@H](C(=O)N([C@@H](C(=O)NCC(=O)N1)CC2=CC=C(C=C2)OC)C)C(C)C)C(C)C)C)C(C)C)C	Lyngbya majuscula	UFZHQKNOTHZBQG-BEGUKRDHSA-N	Norine
NOR00438	guineamide E	CCCC1C(C(=O)O[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N([C@@H](C(=O)NCC(=O)O1)CC3=CC=CC=C3)C)C(C)C)C)C)C(C)C)(C)C	Lyngbya majuscula	WIFAOXKADBNEPT-SVBROBQKSA-N	Norine
NOR00439	guineamide F	CCCC1C(C(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)NCC(=O)O1)CC3=CC=CC=C3)C)CC4=CC=CC=C4)C)C(C)C)(C)C	Lyngbya majuscula	HGABVVDKSKHSGK-AILSMDFESA-N	Norine
NOR00441	nagahamide A	CCC[C@H](C)[C@@H]1[C@H]([C@H](C/C=C\C=C/C(=O)NC[C@H](CC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)[C@H](C(=O)N)O)[C@@H](C)C(=O)N)CO)O)OC)C	Theonella swinhoei	ZXPXLSITCJVAOQ-XVWYCCNASA-N	Norine
NOR00442	phoriospongin A	CCC[C@@H]1C(=O)OC(C(C(CC(=O)N[C@@H](C(=O)N([C@@H](C(=O)NC(C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC2=CC=CC=C2)[C@@H](C)O)CC(=O)N)C(C)C(C)Cl)CCC)C)C)O)NC(=O)[C@@H](CC(C)C)NC=O)C	Callyspongia bilamellata;Phoriospongia sp.	JKJFLNUKQVXKOI-HXMIZMBNSA-N	Norine
NOR00443	phoriospongin B	CCC[C@@H]1C(=O)OC(C(C(CC(=O)N[C@@H](C(=O)N([C@@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC2=CC=CC=C2)[C@@H](C)O)CC(=O)N)C(C)C(C)Cl)CC(C)C)C)C)O)NC(=O)[C@@H](CC(C)C)NC=O)C	Callyspongia bilamellata;Phoriospongia sp.	AJMDFTCNUCBHGU-LKEWIQNFSA-N	Norine
NOR00444	cyclolithistide A	CCC[C@H]1C(=O)OC(C(C(CC(=O)N[C@H](C(=O)N([C@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC2=CC=CC=C2)[C@H](C)O)CCC(=O)N)C(C)C(C)Cl)CC(C)C)C)C)O)NC(=O)[C@@H](CC(C)C)NC=O)C	Theonella swinhoei	MCBWUKGHTRJHCZ-CUIHLGEVSA-N	Norine
NOR00445	microspinosamide	CCC(C)(C)C(NC(=O)C(NC(=O)C2CCCN2(C(=O)C(NC(=O)C(C)NC=O)C(O)c1ccc(cc1)Br))C(C)(C)C)C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NC(CCCN=C(N)N)C(=O)NC(CS(=O)(=O)O)C(=O)NC5C(C)OC(=O)C(CC(=O)O)NC(=O)C6CCCN6(C(=O)C(NC(=O)C(CCC(N)=O)N(C)C5(=O))C(C)C)	Sidonops microspinosa	GUGALNGMVNRENE-UHFFFAOYSA-N	Norine
NOR00447	discodermin A	CC(C)CC1NC(=O)C(CCC(N)=O)N(C)C(=O)C(NC(=O)C(CS(O)(=O)=O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC2=CNC3=CC=CC=C23)NC(=O)C(NC(=O)C(NC(=O)C2CCCN2C(=O)C(CC2=CC=CC=C2)NC(=O)C(C)NC=O)C(C)(C)C)C(C)(C)C)C(C)OC(=O)CN(C)C(=O)C(CC(N)=O)NC(=O)C(NC1=O)C(C)O	Discodermia kiiensis	HTWCZQTZZWYARO-UHFFFAOYSA-N	Norine
NOR00452	halipeptin A	CCC[C@@H](CC[C@@H](C)[C@H]1C(C(=O)N[C@H](C2=N[C@@](CS2)(C(=O)N([C@H](C(=O)N[C@H](C(=O)O1)C)[C@@H](C)CCO)C)C)C)(C)C)OC	Haliclona sp.	YPKOTXFXOPMNCS-LCNRRXELSA-N	Norine
NOR00454	halipeptin C	CCC[C@@H](CC[C@@H](C)[C@H]1C(C(=O)N[C@H](C2=N[C@@](CS2)(C(=O)N([C@H](C(=O)N[C@H](C(=O)O1)C)C(C)C)C)C)C)(C)C)O	Haliclona sp.	JVZPMOVWEPHULG-OCQGPHRISA-N	Norine
NOR00455	halipeptin D	CCC[C@@H](CC[C@@H](C)[C@H]1C(C(=O)N[C@H](C2=N[C@@](CS2)(C(=O)N([C@H](C(=O)N[C@H](C(=O)O1)C)[C@@H](C)CC)C)C)C)(C)C)OC	Leiosella cf. arenifibrosa	UUVMPBYNTUKGPN-LCNRRXELSA-N	Norine
NOR00456	hemiasterlin	CNC(C(=O)NC(C(=O)N(C)C(C=C(C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c2cn(C)c1ccccc12	Auletta sp.;Siphonochalina spp.;Hemiasterella;Cymbastela	KQODQNJLJQHFQV-UHFFFAOYSA-N	Norine
NOR00457	hemiasterlin A	CNC(C(=O)NC(C(=O)N(C)C(C=C(C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c2c[nH]c1ccccc12	Auletta sp.;Siphonochalina spp.;Cymbastela	CWGCIGQBFBEZLP-UHFFFAOYSA-N	Norine
NOR00458	hemiasterlin B	CC(C)[C@@H](/C=C(\C)/C(=O)O)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)(C)C1=CNC2=CC=CC=C21)NC	Cymbastela	STWMUTMEDIGCPZ-PUMSQASDSA-N	Norine
NOR00459	hemiasterlin C	CNC(C(=O)NC(C(C)C)C(=O)N(C)C(C=C(C)C(=O)O)C(C)C)C(C)(C)c2cn(C)c1ccccc12	Auletta sp.;Siphonochalina spp.	XLMQHOWHUACFMZ-UHFFFAOYSA-N	Norine
NOR00460	criamide A	CC(C)[C@@H](/C=C(\C)/C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N(C)C(=O)[C@H](C(C)(C)C)NC(=O)C(C(C)(C)C1=CNC2=CC=CC=C21)NC	Cymbastela	ACUXCVIFQXNMCF-GSSZSADSSA-N	Norine
NOR00466	renieramide	CC(C)CC3NC(=O)C(N)Cc1ccc(O)c(c1)Oc2ccc(cc2)CC(NC3(=O))C(=O)O	Reniera	DMMMOFGVDNJQPZ-UHFFFAOYSA-N	Norine
NOR00467	pseudotheonamide A1	C1C[C@H](N(C1)C(=O)[C@H](CNC(=O)C[C@H]2[C@@H](NC(=O)[C@H](N2)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC=O)C(=O)N[C@H]5CCCN6[C@@]5(C(=O)N=C6N)O	Theonella swinhoei	OFIXQAFBMUEGPX-XWODQVHISA-N	Norine
NOR00468	pseudotheonamide C	C1C[C@H](N(C1)C(=O)/C=C/[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@@H](CC3=CC=CC=C3)NC(=O)[C@H](CN)NC=O)C(=O)N[C@H]4CCCN5[C@@]4(C(=O)N=C5N)O	Theonella swinhoei	HITVLOSFQWWKBR-NEVWXIMJSA-N	Norine
NOR00469	pseudotheonamide D	C1C[C@H](N(C1)C(=O)/C=C/[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@@H](CC3=CC=CC=C3)NC(=O)[C@H](CN)NC=O)C(=O)N	Theonella swinhoei	JMCLWMCVXQEUEH-GBUQLMHESA-N	Norine
NOR00470	dihydrocyclotheonamide A	C1C[C@H]2C(=O)N[C@H]([C@H](C(=O)N[C@@H](C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2C1)NC=O)CC3=CC=C(C=C3)O)CC4=CC=CC=C4)O)CCCN=C(N)N	Theonella swinhoei	UBDVHSRQXRQYDR-GINMPYBTSA-N	Norine
NOR00471	cyclotheonamide A	NC(N)=NCCCC3NC(=O)C4CCCN4(C(=O)C(CNC(=O)C=CC(Cc1ccc(O)cc1)NC(=O)C(Cc2ccccc2)NC(=O)C3(=O))NC=O)	Theonella sp.;Theonella swinhoei	CDWXSPKJKIUEQF-UHFFFAOYSA-N	Norine
NOR00472	cyclotheonamide B	CC(=O)N[C@H]1CNC(=O)/C=C/[C@@H](NC(=O)[C@H](NC(=O)C(=O)[C@@H](NC(=O)[C@@H]2CCCN2C1=O)CCCN=C(N)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O	Theonella sp.;Theonella swinhoei	KVILZKPCTDRTNA-XRBZIDJVSA-N	Norine
NOR00473	cyclotheonamide C	C1C[C@H]2C(=O)N[C@H](C(=O)C(=O)N[C@@H](C(=O)N/C(=C\C3=CC=C(C=C3)O)/C=C\C(=O)NC[C@@H](C(=O)N2C1)NC=O)CC4=CC=CC=C4)CCCN=C(N)N	Theonella swinhoei	HMUQNDMDPBLLAI-WEOMGAEASA-N	Norine
NOR00475	cyclotheonamide E	CC[C@@H](C)[C@H]1C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)O	Theonella swinhoei	JAVOTTCUBDNFEA-YFQACERUSA-N	Norine
NOR00476	cyclotheonamide E2	CC[C@H](C)[C@@H]1C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)C3=CC=CC=C3)CC4=CC=C(C=C4)O	Theonella swinhoei	YSNKBNIOHORIHX-MSQPAANESA-N	Norine
NOR00477	cyclotheonamide E3	CC[C@H](C)[C@@H]1C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)CC(C)C)CC3=CC=C(C=C3)O	Theonella swinhoei	ARWQONCLAGEDMW-VGOQXBOYSA-N	Norine
NOR00478	cyclotheonamide E4	CC[C@@H](C)[C@H]1C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)CC(C)CC)CC3=CC=C(C=C3)O	Ircinia	SJGLOQSIMVYUEK-BJQFAPFESA-N	Norine
NOR00479	cyclotheonamide E5	CC[C@@H](C)CC(=O)N[C@H](C)C(=O)N[C@H]1CNC(=O)/C=C/[C@@H](NC(=O)[C@H](NC(=O)C(=O)[C@H](NC(=O)[C@H]2CCCN2C1=O)CCCN=C(N)N)[C@H](C)CC)CC3=CC(=C(C=C3)O)O	Ircinia	GPMPQICWVQKULK-PQKRPWDDSA-N	Norine
NOR00481	kapakahine B	C[C@H]1C(=O)N[C@H](C(=O)N[C@H]2C[C@@]3([C@@H]4N(C2=O)[C@H](C(=O)N4C5=CC=CC=C53)CC6=CC=CC=C6)N7C=C(C[C@@H](C(=O)N1)NC(=O)[C@H](CC8=CC=CC=C8)N)C9=CC=CC=C97)CC(C)C	Cribrochalina olemda	OPQHNERZELMQDK-SDDYZPPISA-N	Norine
NOR00482	kapakahine E	C[C@H]1C(=O)N[C@H]2C[C@@]3([C@@H]4N(C2=O)[C@H](C(=O)N4C5=CC=CC=C53)CC6=CC=CC=C6)N7C=C(C[C@@H](C(=O)N[C@H](C(=O)N8CCC[C@H]8C(=O)N[C@H](C(=O)N1)CC9=CC=C(C=C9)O)CC1=CC=CC=C1)N)C1=CC=CC=C17	Cribrochalina olemda	FNMKKNOFVBFNKR-JDCXYYAVSA-N	Norine
NOR00483	kapakahine F	C[C@H]1C(=O)N[C@H](C(=O)N[C@H]2C[C@@]3([C@@H]4N(C2=O)[C@H](C(=O)N4C5=CC=CC=C53)CC6=CC=CC=C6)N7C=C(C[C@@H](C(=O)N1)N)C8=CC=CC=C87)CC(C)C	Cribrochalina olemda	MJFWLUMLNFMQEH-NUESSVPSSA-N	Norine
NOR00484	kapakahine G	C[C@H]([C@H]1C(=O)N[C@H]2C[C@@]3([C@@H]4N(C2=O)[C@H](C(=O)N4C5=CC=CC=C53)CC6=CC=CC=C6)N7C=C(C[C@@H](C(=O)N[C@H](C(=O)N8CCC[C@H]8C(=O)N[C@H](C(=O)N9CCC[C@H]9C(=O)N1)C(C)C)CCS(=O)C)N)C1=CC=CC=C17)O	Cribrochalina olemda	YZVHZBGZAVQQDY-KIRSIPORSA-N	Norine
NOR00486	tokaramide A	CC(C)C(NC(=O)c1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)NC(C=O)CCCN=C(N)N	Theonella aff. mirabilis	QIOXCWRQNDIISW-UHFFFAOYSA-N	Norine
NOR00488	miraziridine A	CCC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C1NC1(C(=O)O))C(=O)NC(CCCN=C(N)N)C=CC(=O)O	Theonella aff. mirabilis	RCCNRKCJJRWUBV-UHFFFAOYSA-N	Norine
NOR00489	nazumamide A	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC)C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)C2=C(C=CC(=C2)O)O	Theonella sp.	WNCIWSMKRPFIJY-BTAJCFKJSA-N	Norine
NOR00490	koshikamide A1	CC[C@@H](C)[C@H](N(C)C(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](CC1=CC=CC=C1)NC(=O)COC)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(O)=O	Theonella sp.	WDGRHURDZGQDLB-TZSYRXCHSA-N	Norine
NOR00491	koshikamide A2	CC[C@@H](C)[C@@H](C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N(C)C(=O)[C@H](CC(=O)N)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](CC4=CC=CC=C4)NC(=O)COC	Theonella sp.	PVNHQFDEZUKBIC-WTXRDLOOSA-N	Norine
NOR00495	halicylindramide D	CC(C)C(NC(=O)C(NC(=O)C2CCCN2(C(=O)C(Cc1ccc(cc1)Br)NC(=O)C(C)NC=O))C(C)C)C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NC(CCCNC(=N)N)C(=O)NC(CS(=O)(=O)O)C(=O)NC6C(C)OC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(Cc5ccccc5)NC(=O)C(CCC(N)=O)N(C)C6(=O)	Halichondria cylindrata	LCUFSEOEZNOMTE-UHFFFAOYSA-N	Norine
NOR00498	theonellapeptolide Id	CC[C@H](C)[C@H]1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)N[C@H](C(=O)N([C@H](C(=O)O[C@H]([C@@H](C(=O)NCCC(=O)N[C@H](C(=O)N([C@@H](C(=O)NCCC(=O)N1)[C@@H](C)CC)C)CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)COC)C)[C@@H](C)CC)C)CC(C)C)C)C)C(C)C)C	Theonella swinhoei	VQXFIQOSHUFNMV-YSFVCUCOSA-N	Norine
NOR00499	theonellapeptolide Ie	CCC(C)C1NC(=O)CCNC(=O)C(C(C)CC)N(C)C(=O)C(CC(C)C)NC(=O)CCN(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)COC)C(C)C)C(C)OC(=O)C(C(C)CC)N(C)C(=O)C(CC(C)C)NC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1(=O)	Theonella swinhoei	PAJSMVHANULECY-UHFFFAOYSA-N	Norine
NOR00500	theonellapeptolide IId	CC[C@@H](C)[C@H]1C(=O)N(C(C(=O)NC(C(=O)NCCC(=O)NC(C(=O)N([C@@H](C(=O)O[C@H]([C@@H](C(=O)NCCC(=O)N[C@H](C(=O)N([C@H](C(=O)NCCC(=O)N1)[C@H](C)CC)C)CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)COC)C)[C@H](C)CC)C)CC(C)C)C)C(C)C)C	Theonella swinhoei	RQPSYKVOXUXJAS-JXCFKPBISA-N	Norine
NOR00515	axinastatin 1	CC(C)C2NC(=O)C(Cc1ccccc1)NC(=O)C4CCCN4(C(=O)C(CC(N)=O)NC(=O)C(NC(=O)C3CCCN3(C(=O)C(NC2(=O))C(C)C))C(C)C)	Axinella	PICZCWCKOLHDOJ-UHFFFAOYSA-N	Norine
NOR00516	axinastatin 2	CC(C)CC2NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C4CCCN4(C(=O)C(CC(N)=O)NC(=O)C(NC(=O)C3CCCN3(C2(=O)))C(C)C))C(C)C	Axinella	OXNAATCTZCSVKR-UHFFFAOYSA-N	Norine
NOR00517	axinastatin 3	CCC(C)C2NC(=O)C(Cc1ccccc1)NC(=O)C4CCCN4(C(=O)C(CC(N)=O)NC(=O)C(NC(=O)C3CCCN3(C(=O)C(CC(C)C)NC2(=O)))C(C)C)	Axinella	ANLDPEXRVVIABH-UHFFFAOYSA-N	Norine
NOR00518	axinastatin 4	C[C@H]([C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N1)CC(C)C)C(C)C)CC4=CNC5=CC=CC=C54)CC(C)C)O	Axinella	ZATKCOQFERAZOU-BMJCEDDMSA-N	Norine
NOR00519	axinastatin 5	CCC(C)C2NC(=O)C(CC(C)C)NC(=O)C5CCCN5(C(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C4CCCN4(C(=O)C3CCCN3(C(=O)C(CC(C)C)NC2(=O))))C(C)C)	Axinella	KNXXTOUAFIKUBF-UHFFFAOYSA-N	Norine
