ID	Name	SMILES	Origin	InChiKey	Source
BGC0001414.0	griselimycin	C[C@@H]1C[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)N3CCC[C@H]3C(=O)N([C@H](C(=O)NCC(=O)OC([C@@H](C(=O)N[C@H](C(=O)N2C1)CC(C)C)N(C)C(=O)[C@@H]4C[C@H](CN4C(=O)[C@H](C(C)C)N(C)C(=O)C)C)C)CC(C)C)C)C(C)C)C)CC(C)C	Streptomyces muensis	JSNIAKPKPNJUEP-UHUGAYFASA-N	MIBiG4.0rc1
BGC0001417.0	myxochromide D	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	Cystobacterineae bacterium	CKLSQBHYSVQHIP-RNOUXJFASA-N	MIBiG4.0rc1
BGC0001421.0	myxochromide B	C(=C/C=C/C=C/C=C/C=C/C=C/C)\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC([C@@H](NC(=O)[C@@H](NC([C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC1=O)=O)C)CCC(=O)N)=O	Myxococcus sp.	KYZNRVQAIZUYOL-XUXGPXDNSA-N	MIBiG4.0rc1
BGC0001422.0	myxochromide A	CC\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)C(C)NC1=O	Myxococcus fulvus HW-1	TXEVVKPQBOIUHV-DHXUWNHESA-N	MIBiG4.0rc1
BGC0001423.0	myxochromide C	C1(=O)N[C@@H](CC(C)C)C(N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)C(=O)N[C@@H]1C)=O	Myxococcus hansupus	PGDHWOJLFUOUFT-MHRFNMCSSA-N	MIBiG4.0rc1
BGC0001425.0	myxochromide A	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	Myxococcus xanthus DK 1622	NDLATPRQLJTXJX-OBQOMHFNSA-N	MIBiG4.0rc1
BGC0001448.0	malacidin A	C[C@@H]1C[C@H]2C(=O)NC([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N2C1)C(C)C)C(C)C(=O)O)CC(=O)O)C(C(=O)O)O)CCCCN)C(C)C)NC(=O)[C@H](C(C)C(=O)O)NC(=O)/C=C/C=C\CCC(C)C)C	uncultured bacterium	USNOUEMKNKRWQT-ORRWAHHJSA-N	MIBiG4.0rc1
BGC0001448.1	malacidin B	CCC(C)CC/C=C\C=C\C(=O)N[C@@H](C(C)C(=O)O)C(=O)N[C@H]1C(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CCCCN)C(C(=O)O)O)CC(=O)O)C(C)C(=O)O)C(C)C)C)C	uncultured bacterium	SMTCDPMWINUUKC-AVBBYWJWSA-N	MIBiG4.0rc1
BGC0001451.0	FR900359	CCC(=O)N[C@@H]([C@@H](C(C)C)O)C(=O)O[C@@H]([C@H]1C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@@H](C(=O)N(C(=C)C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)C)C)C)C)CC2=CC=CC=C2)NC(=O)C)C(C)C)[C@@H](C)OC)C)C(C)C	Candidatus Burkholderia crenata	IMXKHFILKMPFGB-ZWYWTTNJSA-N	MIBiG4.0rc1
BGC0001459.0	decaplanin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC=C(O4)C=C1)OC1CC(C(C(O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)O)O)O	Amycolatopsis regifaucium	SJSZMXQSCZCGFO-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0001461.0	Actinoidin B	O=C(O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C(NC(=O)C(NC(=O)C(N)C4=CC=C(O)C(Cl)=C4)C(O)C5=CC=C(OC=6C=C3C=C(OC7=CC=C(C=C7Cl)C2OC8OC(C)C(OC)C(N)C8)C6OC9OC(CO)C(O)C(O)C9OC%10OC(C)C(O)C(N)C%10)C=C5)CC=%11C=CC=CC%11)C=%12C=CC(O)=C(C%12)C%13=C(OC%14OC(CO)C(O)C(O)C%14O)C=C(O)C=C%131	Amycolatopsis keratiniphila subsp. nogabecina	VLQQRKXPWDSMMH-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0001462.0	avoparcin	C[C@H]1[C@@H]([C@@H](C[C@@H](O1)O[C@H]2[C@H]3C(=O)N[C@@H](C4=CC(=CC(=C4C5=C(C=CC(=C5)[C@H](C(=O)N3)NC(=O)[C@H]6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)O[C@H]9C([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)N)OC1=CC=C(C=C1)[C@H]([C@H](C(=O)N[C@H](C(=O)N6)C1=CC=C(C=C1)O)NC(=O)[C@@H](C1=CC=C(C=C1)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)NC)O)O)O)O)C(=O)O)N)O	Amycolatopsis coloradensis	OTKPPUXRIADSGD-PPRNARJGSA-N	MIBiG4.0rc1
BGC0001469.0	marthiapeptide A	[H][C@@]12CSC(=N1)C1=CSC(=N1)C1=CSC(=N1)C1=CSC(=N1)[C@@H](C)NC(=O)[C@@]([H])(NC(=O)[C@@H](CC1=CC=CC=C1)NC2=O)[C@@H](C)CC	Brevibacillus sp. Leaf182	BTQRWSUKDHTMKD-DUKGZVIDSA-N	MIBiG4.0rc1
BGC0001502.0	amonabactin P 750	N[C@@H](CCCCNC(=O)CNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CCCCNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Aeromonas hydrophila subsp. hydrophila ATCC 7966	AQVANOYBWBHIEH-QKDODKLFSA-N	MIBiG4.0rc1
BGC0001517.0	asperphenamate	C1=CC=C(C=C1)C[C@@H](COC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3)NC(=O)C4=CC=CC=C4	Aspergillus terreus NIH2624	CVULDJMCSSACEO-VMPREFPWSA-N	MIBiG4.0rc1
BGC0001519.0	aurantimycin A	COC[C@@H]1N(O)C(=O)[C@H]2CCCNN2C(=O)[C@@H](NC(=O)[C@](C)(O)[C@]2(O)CC[C@@H](CC(C)C)[C@H](C)O2)[C@@H](OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC1=O)C(C)C	Streptomyces aurantiacus JA 4570	JSVPJXYQXDNLRD-NSCUIBACSA-N	MIBiG4.0rc1
BGC0001532.0	bogorol A	[H][C@](NC(=O)[C@@H](CCCN)NC(=O)C(CC(C)C)NC(=O)C(\NC(=O)[C@@H](O)[C@@H](C)CC)=C/C)([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NC(CCCCN)C(=O)N[C@@H](C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(C)C	Brevibacillus laterosporus	OUGJGNKKLVPBBE-XOWHIZSUSA-N	MIBiG4.0rc1
BGC0001561.0	curacomycin	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	Streptomyces curacoi	CUXAULQHGRSWLF-IKVCUCANSA-N	MIBiG4.0rc1
BGC0001565.0	cyclosporin C	C/C=C/C[C@@H](C)[C@H]([C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)[C@@H](C)O)O	Beauveria felina	JTOKYIBTLUQVQV-QRVTZXGZSA-N	MIBiG4.0rc1
BGC0001569.0	dechlorocuracomycin	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	Streptomyces noursei ATCC 11455	OMJIEOKXBASSMV-IFENFBHBSA-N	MIBiG4.0rc1
BGC0001570.0	deimino-antipain	CC(C)[C@@H](C(=O)NC(CCCN=C(N)N)C=O)NC(=O)[C@H](CCCNC(=O)N)NC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O	Streptomyces albulus	BSQUDBCOAFMVDB-KTYMLHDXSA-N	MIBiG4.0rc1
BGC0001582.0	ecumicin	[H][C@]1(NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=CC=CC(OC)=C23)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@]([H])([C@@H](C)O)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)[C@@H](C)OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C(C)C)[C@H](O)C1=CC=CC=C1	Nonomuraea sp. MJM5123	NFPKVSAWAVSWGF-SVJFMMICSA-N	MIBiG4.0rc1
BGC0001620.0	ilamycin B1	C/C=C/C[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1)CC(C)C)CC(C)C)C)C)CC2=CC(=C(C=C2)O)[N+](=O)[O-])CC(C)C)C)CC3=CN(C4=CC=CC=C43)C(C)(C)C=C	Streptomyces atratus	HCKHGXRBMDZKJV-PHEUGNLPSA-N	MIBiG4.0rc1
BGC0001620.2	ilamycin C1	C/C=C/C[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H]2C[C@@H]([C@H](N(C2=O)[C@H](C(=O)N1)CC(C)C)O)C)C)C)CC3=CC(=C(C=C3)O)[N+](=O)[O-])CC(C)C)C)CC4=CN(C5=CC=CC=C54)C(C)(C)[C@H]6CO6	Streptomyces atratus	JSZUQPCUWLSQDN-NVYHBLSCSA-N	MIBiG4.0rc1
BGC0001628.0	JBIR-78	CC(C)[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Kibdelosporangium sp. AK-AA56	AYHQEXAHORNEMG-CGBMOQSMSA-N	MIBiG4.0rc1
BGC0001628.1	JBIR-95	CC(C)[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CS(O)(=O)=O)NC(=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Kibdelosporangium sp. AK-AA56	LDYZAOFAJYXPFY-LVIJEMCTSA-N	MIBiG4.0rc1
BGC0001629.0	jessenipeptin	CCCCCCC[C@H](CC(=O)N/C(=C\C)/C(=O)N1CCC[C@@H]1C(=O)N[C@H]([C@H](C)CC)C(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N/C(=C\C)/C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)C)CCN)CO)CC3=CC=CC=C3)C)O	Pseudomonas sp. QS1027	RCRYELMDBHQIMX-JRGFPVMHSA-N	MIBiG4.0rc1
BGC0001630.0	kasumigamide	NC(=N)NCCC[C@@H](NC(=O)C[C@H](O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)[C@H](O)CC1=CC=CC=C1)C(=O)N[C@H]([C@H](O)C1=CC=CC=C1)C(O)=O	uncultured Candidatus Entotheonella sp.	WUXSZVRSSSITPJ-LHXUXNRLSA-N	MIBiG4.0rc1
BGC0001635.0	kistamicin A	NC(CC1=CC=C(O)C=C1)C(=O)NC1CC2=CNC3=C2C=CC(=C3)C2=CC3=CC(OC4=CC=C(CC5NC(=O)C(NC(=O)C3NC(=O)C(NC1=O)C1=CC(O)=CC(O)=C1)C1=CC=C(OC3=C(O)C=CC(=C3)C(NC5=O)C(O)=O)C(Cl)=C1)C=C4)=C2O	Nonomuraea sp. ATCC 55076	UFHMIPMOTWJTKL-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0001636.0	KK-1	CCC(C)C1C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(CC2=CC=C(OC)C=C2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)O)C(=O)N(C)C(C(C)C)C(=O)N1C	Curvularia clavata	DIYFOMLSLDLOMV-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0001657.0	lysocin	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N([C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CC2=CNC3=CC=CC=C32)CCC(=O)N)CCC(=O)O)CCCN=C(N)N)CC(C)C)CC4=CC=CC=C4)C)CO)CCCN=C(N)N)NC(=O)C[C@@H](CC(C)C)O)C)[C@@H](C)O	Lysobacter sp. RH2180-5	QJPVBLGWZKAQRW-BQBICWQZSA-N	MIBiG4.0rc1
BGC0001667.1	microcystin-FR	CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O	Fischerella sp. CENA161	NCIZAPYSXYPFOU-POWPIGGBSA-N	MIBiG4.0rc1
BGC0001667.2	microcystin-LA	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	Fischerella sp. CENA161	DIAQQISRBBDJIM-DRSCAGMXSA-N	MIBiG4.0rc1
BGC0001667.3	microcystin-LAba	C[C@H]1[C@@H](NC(=O)C(NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)(C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	Fischerella sp. CENA161	MGGRDOJGYXQAGY-JBBKKQAGSA-N	MIBiG4.0rc1
BGC0001667.4	microcystin-LM	C[C@@H](/C=C(\C)/C=C/C([C@H](C)C(=O)N(C)[C@H](CC[C]=O)C(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](C)[C@H](C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N)[C@H](CC1=CC=CC=C1)OC	Fischerella sp. CENA161	TUHOUIVPEYZMHY-YOPAGSBUSA-N	MIBiG4.0rc1
BGC0001667.6	microcystin-LL	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)C(NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CC(C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	Fischerella sp. CENA161	GLDUYXHQWLQPRR-IIERUUKBSA-N	MIBiG4.0rc1
BGC0001695.0	neoantimycin	[H][C@]1(OC(=O)C(C)(C)[C@@H](O)[C@@H](CC2=CC=CC=C2)OC(=O)[C@@H](OC(=O)[C@@H](NC(=O)C2=C(O)C(NC=O)=CC=C2)[C@H](C)OC1=O)C(C)C)[C@@H](C)CC	Streptomyces conglobatus	JIJATTFJYJZEBT-MDDNAQDNSA-N	MIBiG4.0rc1
BGC0001711.0	occidiofungin A	CCCCOC1CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)CC(C1)OC1OC[C@@H](O)[C@H](O)[C@H]1O)C(O)C1=CC=C(O)C=C1	Burkholderia pyrrocinia	AOHSXULORROIFX-DOTMVGKOSA-N	MIBiG4.0rc1
BGC0001716.0	odilorhabdin NOSO-95A	C1C[C@H](N(C1)C(=O)[C@@H](CCCN)NC(=O)CNC(=O)[C@H]([C@H](CN)O)NC(=O)[C@H]([C@H](CN)O)NC(=O)[C@H](CCCCN)N)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC[C@@H](CN)O)C(=O)N/C(=C\CCN=C(N)N)/C(=O)N[C@@H](CC[C@@H](CN)O)C(=O)NCCCCN	Xenorhabdus nematophila AN6/1	ZDDTZHKHBWNHBP-XEABWGDRSA-N	MIBiG4.0rc1
BGC0001716.1	odilorhabdin NOSO-95B	C1C[C@H](N(C1)C(=O)[C@@H](CCCN)NC(=O)CNC(=O)[C@H]([C@H](CN)O)NC(=O)[C@H]([C@H](CN)O)NC(=O)[C@H](CCCCN)N)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC[C@@H](CN)O)C(=O)N/C(=C\CCN=C(N)N)/C(=O)N[C@@H](CCCCN)C(=O)NCCCCN	Xenorhabdus nematophila AN6/1	UYHIETONVGCMMA-CCUWYPMBSA-N	MIBiG4.0rc1
BGC0001716.2	odilorhabdin NOSO-95C	C1C[C@H](N(C1)C(=O)[C@@H](CCCN)NC(=O)CNC(=O)[C@H]([C@H](CN)O)NC(=O)[C@H]([C@H](CN)O)NC(=O)[C@H](CCCCN)N)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CCCCN)C(=O)N/C(=C\CCN=C(N)N)/C(=O)N[C@@H](CCCCN)C(=O)NCCCCN	Xenorhabdus nematophila AN6/1	VFODIGMPMDOVDF-SLXJRBCYSA-N	MIBiG4.0rc1
BGC0001767.0	salinichelin A	CC(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O	Salinispora pacifica CNY331	KTNBRCZOASCKCF-XSDIEEQYSA-N	MIBiG4.0rc1
BGC0001767.1	salinichelin B	CC(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C(C)=O)NC1=O	Salinispora pacifica CNY331	NURAPJVEDOAWHT-MYGLTJDJSA-N	MIBiG4.0rc1
BGC0001767.2	salinichelin C	CCC(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O	Salinispora pacifica CNY331	VFZHLZUBKUUZOV-XSDIEEQYSA-N	MIBiG4.0rc1
BGC0001768.0	sansalvamide	CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)OC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC1=O)C(C)C	[Nectria] haematococca mpVI 77-13-4	YIRQWXGQCMAHIW-IRGGMKSGSA-N	MIBiG4.0rc1
BGC0001792.0	surugamide A	CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC1=O)[C@@H](C)CC)[C@H](C)CC)[C@@H](C)CC	Streptomyces albidoflavus	NPYICXUUGUJPMM-AFDSXNTISA-N	MIBiG4.0rc1
BGC0001792.1	surugamide D	CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC1=O)C(C)C)[C@H](C)CC)[C@@H](C)CC	Streptomyces albidoflavus	POJKUXRIPCIWMZ-SGOJMVJPSA-N	MIBiG4.0rc1
BGC0001796.0	tauramamide	CC(C)CCCCCC(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	Brevibacillus laterosporus DSM 25	BEFCZECQSOKHON-OSWUWPNASA-N	MIBiG4.0rc1
BGC0001800.0	theonellamide	C[C@H]([C@H]1C(=O)NC[C@@H](C(=O)N[C@@H](C[C@H](CC(=O)N[C@H]2CC3=CN(C[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)[C@H](C(=O)N)O)CC(=O)N)NC(=O)[C@@H](NC(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](C)O)CO)CC4=CC=CC=C4)[C@H](/C=C(\C)/C=C/C5=CC=CC=C5)O)CO)C=[N+]3[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)O)O)C(=O)[O-])O)C7=CC=C(C=C7)Br	Candidatus Entotheonella serta	WVJFAKMMDQFEDM-UZGFQBTNSA-N	MIBiG4.0rc1
BGC0001807.0	totopotensamide A	CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@@H]([C@H](C(=O)N[C@@H](C(=O)N1)C2=CC(=C(C(=C2Cl)O)C)O)NC(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)CC(=O)C(C)CC(C)C[C@H](C)[C@H]([C@H](C)[C@@H]([C@@H](C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)OC)O)O)O)C	Streptomyces pactum	VQJONPIPGATABZ-QSPCRYKTSA-N	MIBiG4.0rc1
BGC0001807.1	totopotensamide B	CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@@H]([C@H](C(=O)N[C@@H](C(=O)N1)C2=CC(=C(C(=C2Cl)O)C)O)NC(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)CC(=O)C(C)CC(C)C[C@H](C)[C@H]([C@H](C)[C@@H](C(C)O)O)O)C	Streptomyces pactum	LACOKYPQGAPLII-RSHHAGFJSA-N	MIBiG4.0rc1
BGC0001822.0	vioprolide A	C/C=C\1/C(=O)N2CCCCC2C(=O)NC(C(=O)N(C(C(=O)OCC(C(=O)NC(C(=O)NC(C(=O)N3C(CC3C4=NC(CS4)C(=O)N1)C)CC(C)C)C)O)C(C)C)C)C(C)O	Cystobacter sp.	ABYMZHOAONVEQS-VROXFSQNSA-N	MIBiG4.0rc1
BGC0001822.1	vioprolide B	C/C=C/1\C(=O)N2CCCC[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)OC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N3CCC[C@H]3C4=N[C@@H](CS4)C(=O)N1)CC(C)C)C)O)C(C)C)C)[C@@H](C)O	Cystobacter sp.	IZOPWWYKURDOPQ-UQFFWAJQSA-N	MIBiG4.0rc1
BGC0001822.2	vioprolide C	C/C=C/1\C(=O)N2CCCC2C(=O)NC(C(=O)N(C(C(=O)OCC(C(=O)NC(C(=O)NC(C(=O)N3C(CC3C4=NC(CS4)C(=O)N1)C)CC(C)C)C)O)C(C)C)C)C(C)O	Cystobacter sp.	BQBXRXMBEZLFPI-AUEPDCJTSA-N	MIBiG4.0rc1
BGC0001822.3	vioprolide D	C/C=C/1\C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)OC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N3CCC[C@H]3C4=N[C@@H](CS4)C(=O)N1)CC(C)C)C)O)C(C)C)C)	Cystobacter sp.	WEVFPBZIWNINHC-FUGRQLTRSA-N	MIBiG4.0rc1
BGC0001825.0	xenematide	C[C@H]1OC(=O)CCNC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)[C@H]1NC(=O)CC1=CC=CC=C1	Xenorhabdus nematophila AN6/1	OHLKJNUNPSYJEE-RWBJUYEISA-N	MIBiG4.0rc1
BGC0001833.0	icosalide A	CCCCCCCC1CC(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)OC(CCCCC)CC(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O1	Burkholderia gladioli	YCLORVUKJQGWLJ-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0001840.0	detoxin S1	O=C(CCCCCC)N[C@H](C(O[C@@H](CC(O)=O)[C@]1([H])CCCN1C([C@@H](N)C(C)C)=O)=O)CC2=CC=CC=C2	Streptomyces sp. NRRL S-325	RRAGXSHBLBJERY-HZLPDVBGSA-N	MIBiG4.0rc1
BGC0001841.0	detoxin P1	O=C(CC(C)C)N[C@H](C(O[C@@H](CC(O)=O)[C@]1([H])CCCN1C([C@@H](N)C(C)C)=O)=O)CC2=CC=C(O)C=C2	Amycolatopsis jejuensis	RTACLCLOISNWAI-CIEVZJJWSA-N	MIBiG4.0rc1
